,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
509,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,66927c8697feb698d0b600d1,clip_context_g1_PROLIFIC_PID_738496.csv,2025-07-01_11h09.06.790,mario game. ,5.0,1.0,5.0,1,1,True,18,Female,United Kingdom,Myanmar (Burma),Burmese,True,English ,False,,4,1,,mario game,mario,mario,mario,mario
510,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,66927c8697feb698d0b600d1,clip_context_g1_PROLIFIC_PID_738496.csv,2025-07-01_11h09.06.790,an astronaut floating in space. ,5.0,5.0,2.0,2,3,True,18,Female,United Kingdom,Myanmar (Burma),Burmese,True,English ,False,,4,1,,an astronaut floating in space,an astronaut floating in space,an astronaut floating in space,astronaut float space,astronaut float space
512,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,"I imagined people dancing at techno raves, having a good time and jumping around. I also imagined whoosing fireworks and arcade games being played.",4.0,4.0,3.0,5,4,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined people dancing at techno raves having a good time and jumping around i also imagined whooshing fireworks and arcade games being played,i people dancing at techno raves having a good time and jumping around i also whooshing fireworks and arcade being played,i imagined people dancing at techno raves having a good time and jumping around i also imagined whooshing fireworks and arcade being played,people dance techno raf good time jump around also whoosh firework arcade,imagine people dance techno raf good time jump around also imagine whoosh firework arcade
513,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,I imagined people running from enemies. I imagined the start of a fight scene in video games. I also imagined scenes from action films. ,4.0,2.0,4.0,3,3,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined people running from enemies i imagined the start of a fight scene in video games i also imagined scenes from action films,i people running from enemies i the start of a fight in i also from action,i imagined people running from enemies i imagined the start of a fight scene in i also imagined scenes from action,people run enemy start fight also action,imagine people run enemy imagine start fight scene also imagine scene action
514,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,I imagined cartoons when characters are running from their enemies. I also imagined the inside of an old school jazz club.,4.0,4.0,3.0,4,4,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined cartoons when characters are running from their enemies i also imagined the inside of an old school jazz club,i cartoons when characters are running from their enemies i also the inside of an old school club,i imagined cartoons when characters are running from their enemies i also imagined the inside of an old school club,cartoon character run enemy also inside old school club,imagine cartoon character run enemy also imagine inside old school club
515,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,"I imagined the inside of a jazz club, where everything else is dark and there's a spotlight on the piano player.",5.0,4.0,2.0,4,5,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined the inside of a jazz club where everything else is dark and theres a spotlight on the piano player,i the inside of a club where everything else is dark and theres a spotlight on the player,i imagined the inside of a club where everything else is dark and theres a spotlight on the player,inside club everything else dark theres spotlight player,imagine inside club everything else dark theres spotlight player
516,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,"I imagined a film about space, filled with futiristic and slow moving scenes.",4.0,5.0,5.0,2,3,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined a film about space filled with futuristic and slow moving scenes,i a about space filled with futuristic and slow moving,i imagined a about space filled with futuristic and slow moving scenes,space fill futuristic slow moving,imagine space fill futuristic slow moving scene
517,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,I imagined a big jazz band with people dancing in front on grass. Late night concerts. ,4.0,4.0,5.0,2,2,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined a big jazz band with people dancing in front on grass late night concerts,i a big with people dancing in front on grass late night,i imagined a big with people dancing in front on grass late night,big people dance front grass late night,imagine big people dance front grass late night
518,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,I imagined a xylophone being played. I also imagined film scenes where people are having fun on a road trip. ,4.0,4.0,5.0,2,2,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined a xylophone being played i also imagined film scenes where people are having fun on a road trip,i a being played i also where people are having fun on a road trip,i imagined a being played i also imagined scenes where people are having fun on a road trip,also people fun road trip,imagine also imagine scene people fun road trip
519,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,"I imagined people mosh pitting at a heavy metal concert. Full of scary looking, heavily tattooed/pierced punk rockers.",5.0,4.0,4.0,2,1,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",i imagined people mosh pitting at a heavy metal concert full of scary looking heavily tattooed pierced punk rockers,i people mosh pitting at a heavy full of scary looking heavily tattooed pierced punk rockers,i imagined people mosh pitting at a heavy full of scary looking heavily tattooed pierced punk rockers,people mosh pit heavy full scary look heavily tattoo pierced punk rocker,imagine people mosh pit heavy full scary look heavily tattoo pierced punk rocker
520,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Scenes of a very famous singer playing at an intimate concert full of loving fans.,4.0,2.0,4.0,1,2,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",scenes of a very famous singer playing at an intimate concert full of loving fans,of a very famous at an intimate full of loving fans,scenes of a very famous at an intimate full of loving fans,famous intimate full love fan,scene famous intimate full love fan
521,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Sad scenes of someone crying whilst going through a traumatic breakup. It's dark and rainy around them. ,4.0,4.0,3.0,3,3,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",sad scenes of someone crying whilst going through a traumatic breakup its dark and rainy around them,sad of someone crying whilst going through a traumatic breakup its dark and rainy around them,sad scenes of someone crying whilst going through a traumatic breakup its dark and rainy around them,sad someone cry whilst go traumatic breakup dark rainy around,sad scene someone cry whilst go traumatic breakup dark rainy around
522,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Images of a punk rocker shredding a guitar. Zoomed in on image of their fingers on the guitar.,4.0,3.0,2.0,3,2,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",images of a punk rocker shredding a guitar zoomed in on image of their fingers on the guitar,of a punk rocker shredding a zoomed in on of their fingers on the,images of a punk rocker shredding a zoomed in on image of their fingers on the,punk rocker shred zoom finger,image punk rocker shred zoom image finger
524,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Images of two people battling in a fight scene. They have superpowers and are fighting an epic battle.,4.0,3.0,3.0,3,3,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",images of two people battling in a fight scene they have superpowers and are fighting an epic battle,of two people battling in a fight they have superpowers and are fighting an epic battle,images of two people battling in a fight scene they have superpowers and are fighting an epic battle,two people battle fight superpower fight epic battle,image two people battle fight scene superpower fight epic battle
525,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Montage of someone experiencing something sad. Images of them travelling and looking solemnly out the window. Very dark ambience.,4.0,4.0,4.0,3,5,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",montage of someone experiencing something sad images of them travelling and looking solemnly out the window very dark ambience,montage of someone experiencing something sad of them travelling and looking solemnly out the window very dark ambience,montage of someone experiencing something sad images of them travelling and looking solemnly out the window very dark ambience,montage someone experience something sad travel look solemnly window dark ambience,montage someone experience something sad image travel look solemnly window dark ambience
526,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Fun scenes of people dancing in a 70's disco. A saxophone player appears and does a solo for the people dancing.,4.0,3.0,4.0,2,4,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",fun scenes of people dancing in a 70s disco a saxophone player appears and does a solo for the people dancing,fun of people dancing in a 70s disco a player appears and does a solo for the people dancing,fun scenes of people dancing in a 70s disco a player appears and does a solo for the people dancing,fun people dance disco player appear solo people dance,fun scene people dance disco player appear solo people dance
527,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,6760580745ecb73102f83f3d,clip_context_g1_PROLIFIC_PID_739461.csv,2025-07-01_11h34.42.081,Scenes of a cozy jazz bar from the outside. It's dark and raining outside but the windows are softly lit and the people inside look cozy and warm.,5.0,4.0,4.0,3,5,True,29,Female,United Kingdom,United Kingdom,English,False,,False,,2,2,"I really enjoyed it, it was really fun. Thanks!",scenes of a cozy jazz bar from the outside its dark and raining outside but the windows are softly lit and the people inside look cozy and warm,of a cozy from the outside its dark and raining outside but the windows are softly lit and the people inside look cozy and warm,scenes of a cozy from the outside its dark and raining outside but the windows are softly lit and the people inside look cozy and warm,cozy outside dark rain outside window softly lit people inside look cozy warm,scene cozy outside dark rain outside window softly lit people inside look cozy warm
529,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,i have to a bar before and the sound seems very familiar,4.0,5.0,4.0,4,5,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,i have to a bar before and the sound seems very familiar,i have to a before and the seems very familiar,i have to a before and the sound seems very familiar,seem familiar,sound seem familiar
530,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,it was too loud. i was wondering when it will end.,4.0,4.0,4.0,3,3,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,it was too loud i was wondering when it will end,it was too loud i was wondering when it will end,it was too loud i was wondering when it will end,loud wonder end,loud wonder end
532,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,i have heard that beat in a bar once or twice. i could relate.,4.0,4.0,4.0,4,4,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,i have heard that beat in a bar once or twice i could relate,i have heard that beat in a once or twice i could relate,i have heard that beat in a once or twice i could relate,hear beat twice could relate,hear beat twice could relate
533,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,i once attended a concert and have definitely heard similar sounds. I was trying to remember when it was but i could not,4.0,4.0,2.0,4,5,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,i once attended a concert and have definitely heard similar sounds i was trying to remember when it was but i could not,i once attended a and have definitely heard similar i was trying to when it was but i could not,i once attended a and have definitely heard similar sounds i was trying to remember when it was but i could not,attend definitely hear similar try could,attend definitely hear similar sound try remember could
534,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,"the game ""Transformers"" came to mind. i feel like its the same sound i have heard from the show",2.0,4.0,2.0,4,5,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,the game transformers came to mind i feel like its the same sound i have heard from the show,the transformers came to mind i feel its the same i have heard from the show,the transformers came to mind i feel like its the same sound i have heard from the show,transformer come mind feel hear show,transformer come mind feel like sound hear show
536,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,definitely a concert sound. I have heard it before and it makes you wanna dance or keep dancing.,4.0,4.0,2.0,4,4,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,definitely a concert sound i have heard it before and it makes you wanna dance or keep dancing,definitely a i have heard it before and it you wan na dance or keep dancing,definitely a sound i have heard it before and it makes you wan na dance or keep dancing,definitely hear wan na dance keep dancing,definitely sound hear make wan na dance keep dancing
539,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,"this also sounds like it could be heard in concerts. i kept thinking where it fits more but since it was indicated it is typically in a bar, i rested my case",4.0,4.0,3.0,3,4,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,this also sounds like it could be heard in concerts i kept thinking where it fits more but since it was indicated it is typically in a bar i rested my case,this also it could be heard in i kept where it fits more but since it was indicated it is typically in a i rested my case,this also sounds like it could be heard in i kept thinking where it fits more but since it was indicated it is typically in a i rested my case,also could hear keep fit since indicate typically rest case,also sound like could hear keep think fit since indicate typically rest case
541,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,i imagine its more popular in cartoon or animation movies. i could remember all the movies my daughter and i watch and these kind of sounds are popular,4.0,3.0,3.0,5,4,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,i imagine its more popular in cartoon or animation movies i could remember all the movies my daughter and i watch and these kind of sounds are popular,i its more popular in cartoon or animation i could all the my daughter and i watch and these kind of are popular,i imagine its more popular in cartoon or animation i could remember all the my daughter and i watch and these kind of sounds are popular,popular cartoon animation could daughter watch kind popular,imagine popular cartoon animation could remember daughter watch kind sound popular
542,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,6786ac16415168abd9f21d6b,clip_context_g1_PROLIFIC_PID_766381.csv,2025-07-01_06h28.38.882,i could imagine the intro of a movie. its common to hear such music as they state who the producers and actors in the movie are.,3.0,4.0,3.0,3,4,True,30,Female,United States,United States,English,True,none,False,,6,2,interesting study. very engaging. i loved it,i could imagine the introduction of a movie its common to hear such music as they state who the producers and actors in the movie are,i could the introduction of a its common to hear such as they state who the producers and actors in the are,i could imagine the introduction of a its common to hear such as they state who the producers and actors in the are,could introduction common hear state producer actor,could imagine introduction common hear state producer actor
544,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,Sounded like I was at a rock concert,5.0,5.0,1.0,1,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,sounded like i was at a rock concert,i was at a,sounded like i was at a,,sound like
546,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,It sounded like I was watching an action movie sequence/scene,5.0,5.0,2.0,1,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,it sounded like i was watching an action movie sequence scene,it i was watching an action sequence,it sounded like i was watching an action sequence scene,watch action sequence,sound like watch action sequence scene
548,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,That sounded like a soundtrack from a children's show,5.0,5.0,2.0,1,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,that sounded like a soundtrack from a children show,that a soundtrack from a children show,that sounded like a soundtrack from a children show,soundtrack child show,sound like soundtrack child show
549,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,Sounded like a cool restaurant ambience,5.0,5.0,4.0,3,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,sounded like a cool restaurant ambience,a cool restaurant ambience,sounded like a cool restaurant ambience,cool restaurant ambience,sound like cool restaurant ambience
550,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,Sounded like a movie introduction soundtrack,5.0,5.0,2.0,1,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,sounded like a movie introduction soundtrack,a introduction soundtrack,sounded like a introduction soundtrack,introduction soundtrack,sound like introduction soundtrack
551,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,"Evoked emotions, like a love song or sadness",5.0,4.0,3.0,1,3,True,28,Female,United States,United States,English,False,,False,,6,1,No,evoked emotions like a love song or sadness,evoked emotions a love or sadness,evoked emotions like a love or sadness,evoked emotion love sadness,evoked emotion like love sadness
553,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,Sounds like a curtainraising track at a concert,3.0,3.0,2.0,1,1,True,28,Female,United States,United States,English,False,,False,,6,1,No,sounds like a curtain raising track at a concert,a curtain raising track at a,sounds like a curtain raising track at a,curtain raise track,sound like curtain raise track
555,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,This sounded like movie soundtrack from a tense scene,3.0,5.0,2.0,1,1,True,28,Female,United States,United States,English,False,,False,,6,1,No,this sounded like movie soundtrack from a tense scene,this soundtrack from a tense,this sounded like soundtrack from a tense scene,soundtrack tense,sound like soundtrack tense scene
556,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,"I imagined myself in a posh restaurant, on a date",5.0,5.0,1.0,1,4,True,28,Female,United States,United States,English,False,,False,,6,1,No,i imagined myself in a posh restaurant on a date,i myself in a posh restaurant on a date,i imagined myself in a posh restaurant on a date,posh restaurant date,imagine posh restaurant date
557,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,I imagined myself in an early 2010s party,5.0,5.0,3.0,1,1,True,28,Female,United States,United States,English,False,,False,,6,1,No,i imagined myself in an early 2010s party,i myself in an early 2010s party,i imagined myself in an early 2010s party,early party,imagine early party
559,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,67d72e56bfef3906846145ae,clip_context_g1_PROLIFIC_PID_834866.csv,2025-07-01_06h30.48.578,That sounded like late 2010s music,5.0,5.0,3.0,1,2,True,28,Female,United States,United States,English,False,,False,,6,1,No,that sounded like late 2010s music,that late 2010s,that sounded like late 2010s,late,sound like late
560,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,Imagined Joni Michell singing a song walking down broadway in New York. ,4.0,4.0,3.0,1,2,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,imagined joni mitchell singing a song walking down broadway in new york,joni mitchell singing a walking down broadway in new york,imagined joni mitchell singing a walking down broadway in new york,joni mitchell walk broadway new york,imagine joni mitchell walk broadway new york
561,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,"Metallica stood around some bad, boxy TV playing guitar hero, all with guitar hero instruments trying to thrash out a hard song.",4.0,3.0,1.0,1,2,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,metallica stood around some bad boxy tv playing guitar hero all with guitar hero instruments trying to thrash out a hard song,metallica stood around some bad boxy tv hero all with hero trying to thrash out a hard,metallica stood around some bad boxy tv hero all with hero trying to thrash out a hard,metallica stand around bad boxy tv hero hero try thrash hard,metallica stand around bad boxy tv hero hero try thrash hard
563,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,"8 bit frog jumping around in some psychedelic, 90s style PlayStation game.",4.0,2.0,2.0,1,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,8 bit frog jumping around in some psychedelic 90s style playstation game,8 bit frog jumping around in some psychedelic 90s style playstation,8 bit frog jumping around in some psychedelic 90s style playstation,bit frog jump around psychedelic style playstation,bit frog jump around psychedelic style playstation
565,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,Smokey jazz bar around christmas time. Had an Eyes Wide Shut vibe to it and thought I could hear some sleigh bell noises in the background.,4.0,2.0,3.0,1,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,smokey jazz bar around christmas time had an eyes wide shut vibe to it and thought i could hear some sleigh bell noises in the background,smokey around christmas time had an eyes wide shut vibe to it and i could hear some sleigh bell noises in the background,smokey around christmas time had an eyes wide shut vibe to it and thought i could hear some sleigh bell noises in the background,smokey around christmas time eye wide shut vibe could hear sleigh bell noise background,smokey around christmas time eye wide shut vibe think could hear sleigh bell noise background
567,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,"Slaps. Again, in a jazz bar, but its getting late and the momentum amongst the musicians is reach a fever pitch.",4.0,2.0,2.0,1,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,slaps again in a jazz bar but its getting late and the momentum amongst the musicians is reach a fever pitch,slaps again in a but its getting late and the momentum amongst the musicians is reach a fever pitch,slaps again in a but its getting late and the momentum amongst the musicians is reach a fever pitch,slap get late momentum amongst musician reach fever pitch,slap get late momentum amongst musician reach fever pitch
568,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,"Sorry, meant to press no. Had movie vibes to it, like coming of age angst and like the world is moving whilst simultaneously closing and opening up around the protagonist. ",4.0,3.0,2.0,1,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,sorry meant to press no had movie vibes to it like coming of age angst and like the world is moving whilst simultaneously closing and opening up around the protagonist,sorry meant to press no had vibes to it coming of age angst and the world is moving whilst simultaneously closing and opening up around the protagonist,sorry meant to press no had vibes to it like coming of age angst and like the world is moving whilst simultaneously closing and opening up around the protagonist,sorry mean press vibe come age angst world move whilst simultaneously close open around protagonist,sorry mean press vibe like come age angst like world move whilst simultaneously close open around protagonist
570,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,Sounds like its from that game where you had to jump over things on iPhone. Geometry dash that's it. Gunns redownload that now thanks.,4.0,2.0,1.0,2,2,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,sounds like its from that game where you had to jump over things on iphone geometry dash that is it gunns redownload that now thanks,its from that where you had to jump over things on iphone geometry dash that is it gunns redownload that now thanks,sounds like its from that where you had to jump over things on iphone geometry dash that is it gunns redownload that now thanks,jump thing iphone geometry dash gunns redownload thank,sound like jump thing iphone geometry dash gunns redownload thank
572,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,Sounds like something from When Harry met Sally or a Woody Allen film so that's what I was thinking of,4.0,4.0,2.0,1,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,sounds like something from when harry met sally or a woody allen film so that is what i was thinking of,something from when harry met sally or a woody allen so that is what i was of,sounds like something from when harry met sally or a woody allen so that is what i was thinking of,something harry meet sally woody allen,sound like something harry meet sally woody allen think
575,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,608ac99a4418e6fbfb2be790,clip_context_g1_PROLIFIC_PID_851501.csv,2025-07-01_10h50.03.908,Summer drawing to a close letting autumn creep in. This is realised by watching a late sunset that happens around this time.,4.0,3.0,2.0,1,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,4,4,no,summer drawing to a close letting autumn creep in this is realised by watching a late sunset that happens around this time,summer drawing to a close letting autumn creep in this is realised by watching a late sunset that happens around this time,summer drawing to a close letting autumn creep in this is realised by watching a late sunset that happens around this time,summer draw close letting autumn creep realise watch late sunset happen around time,summer draw close letting autumn creep realise watch late sunset happen around time
