,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,textMIMC_lvl1a
31,concert,Met,Met_MED_20,CONCERT-Met_MED_20,CON_Met,i about being in a with friends i can see myself looking to my right and left and being in the middle of a huge body of people i can see me and my friends jumping up and down and enjoying the solo endofinput one of those white people where the artist a and they go wild but its a niche thing only known to his fans endofinput its a the crowd is one big mass and everyone is surging forward lots of lights and some fire around the stage while the is dancing and endofinput this kind of the last one so it me about the same thing someone i used to know that was in love with the kiss part of those were not good so this just me sad again i about sitting in the living room and hearing him jamming in his room endofinput for this one i hero in some sort of gaming an i was hitting the solo while there was a massive crowd surrounding us for some reason i also an arcade dance floor below us that wasnt being used endofinput a teen about superheros this as they save the day endofinput this is very fitting for a seems a rockstar endofinput my mind instantly went to avenged sevenfold they were one of my favorite bands growing up and this exactly something i have heard before the solos really gave me an uplifting mood and me sit up in my chair i love this especially while working out or driving in the afternoons endofinput the climate of a where everyone is into the endofinput i of watching with that endofinput thoughts of the on the stage during the live in an open place endofinput i being a passenger in a car on a late night road trip on a hot day with the windows down dancing along and air to the while laughing with the driver feeling carefree and happy endofinput i have heard similar played during mostly as special hidden easter eggs you can activate a strange indeed endofinput it be a on a large stage many pyrotechnics also be involved endofinput i someone on stage in front of a crowd being excited endofinput i a man dressed in all black with long black hair and dark makeup holding a and it with a lot of passion endofinput it me someone riding on a horse into battle someone in armor with a big sword endofinput this is probably during a high intense of the performance with everyone screaming an shouting i headbangers in the crowd and mosh pit everywhere endofinput the opening for a shonen anime endofinput anime opening endofinput i see this being used in a 3d sonic the hedgehog oddly enough i also felt myself the and shredding it up right along with the on stage or the studio performing endofinput me of my emo days growing up when i listen to bands black veil brides and other 2010s a fun time when i had a lot of hang outs with friends endofinput the double reminded me of hero and that also brought up thoughts of dragon force i trying to get the combo and going through the rhythm of the to get as much points as i can possibly get endofinput this felt a to listen to as i have heard many similar and it was fun to listen to and compare to the past endofinput i see a in hair attire riffing in a crowded stadium endofinput at a and a performing and the player having a solo endofinput i myself as a kid hero it reminded me of real i have of that same thing although i do not recognize this endofinput my friend who loves this type of endofinput my thoughts were when i attended a they always tunes that endofinput seemed a focused on and pumping up the crowd to follow along and vibe with it endofinput i liked that one it had a very cool riff it me want to go to a or a festival glastonbury endofinput a on stage the with big a heavy endofinput i this being played at a huge stadium it was very dark and the on stage are shredding their and people were going crazy there were flashing lights and fire effects on the screen behind the stage people were moshing endofinput i a lots of noise on a stage i did not id enjoy this endofinput a up of teenage white kids in the garage endofinput 
32,movie,80s,80s_LOW_02,MOVIE-80s_LOW_02,MOV_80s,a set in a big city where the main character is depressed or wandering the streets at night endofinput i see a camera panning around a raining city somewhere hidden along the street is a where a detective is having a drink hes down on his luck and the culprit is going to get away but a woman is about to enter the with some important information for him endofinput it felt very emotional and swinging towards the sad side maybe the hero in a just got hurt or died endofinput this gave me the vibe of an erotic with a romantic and mysterious feel endofinput reminded me of a cowboy riding his horse over a sand hill into the desert smoking western style endofinput an attached with emotions and passion i say its appropriate for staged as well endofinput i driving home after a stressful day at work and with the thoughts of how life has been unfair with me in areas where i gave in my all and did not get to achieve my goals endofinput a beach on a tropical holiday island at night the blue ocean gently splashing against the grey stone wall by the beach path endofinput i a trip on a luxury style cruise ship me feel regal and elegant endofinput a black and white mafia where the protagonist gets told by the woman hes been slowly falling in love with that shes happily married he watches her walk away its bittersweet endofinput played at a dinner event endofinput the seems to be a background of sorrowful event endofinput i watching an old on the couch with my girlfriend endofinput yeah this feels a romantic or a romantic in a when the lead characters are dancing intimately and it slows down at the end of the night and they are still holding each other enjoying the moment winding down while focused only on each other or maybe outside of the party afterwards out on the sidewalk in the cool air while the characters ruminate over their experience together and figure out how to say goodbye for the night endofinput it i am wishing on a star and provoked thoughts of hope dreams and persevering for me i about my goals and what i want for the future endofinput just reminded me of being on a walk i tend to listen to this type of when i need a bit of alone time often when walking so this evokes some pretty strong emotion endofinput i was in miami around 2022 live with similar cool vibes me feel relaxed endofinput i am a sad sequence in a perhaps the characters have just had a falling out and one is walking around in the rain through a city as the camera pans around them endofinput in a romantic endofinput relaxing tranquil setting endofinput i a large as well as a musician holding a i am not sure if i heard a in the though at the beginning of the i gothic architecture such as a gothic mansion with tall iron gates i also envisioned a romantic cafe in a city paris with couples seated together and cups of coffee emitting steam into the air endofinput the me moments from my past that resonated with me endofinput it me about me about my dog endofinput a romantic date night with my partner saxophonist around dinner that sort of thing endofinput i an 80s with a woman walking by herself on a beach at sunset her hands are in her pockets the wind is blowing her hair and she is contemplating life endofinput most probably the ending where cast are being mention and other people who were involved in the of the endofinput i a wedding endofinput i a romantic slow dancing with my partner and having an amazing night out endofinput the that came to mind was a in a where everything had gone wrong for the hero and he is leaning against a wall rain falling down around him wondering when everything started to crumble and how can anything be right after it all collapsed endofinput i about a in a where someone likely a man be walking home alone after being rejected by a woman romantically endofinput another detective the detectives partner had just been murdered and he sits alone smoking in a they were friends maybe a bit more than that in another life time he knows he can not work this case but damn it if he wont try everything he can to catch the killer endofinput at a restaurant endofinput feels something you here at the end of a it belongs during a credit in a very relaxing endofinput 
33,movie,80s,80s_LOW_06,MOVIE-80s_LOW_06,MOV_80s,i about an old sitcom this it be in the opening it feels this be about a familial show where there are many happy moments endofinput it the track of the end credits in a happy family everyone is shown to be laughing and having fun whilst the credits roll endofinput this me of a 90s tv show where they are trying to show each character one by one doing a short and with them ending up looking in the camera with a smile or a crazy look something frasier or cheers endofinput i a happy in an older for some reason rain man popped in my head and the woman from that was the main protagonist in this visual it shows her in a drinking some type of cocktail and watching a live with the woman wearing a glamourous and sparkly dress endofinput ending from a 1980s where the two characters get back together and kiss endofinput this an end credit from a that either be a comedy or a romantic comedy endofinput this an introduction to a sitcom such as full house or rosanne my mind instantly went to an of the screen introducing the characters them doing a silly pose or something and then moving onto the next character endofinput two people dancing in each others hands with the world behind them endofinput the is amazing and i myself dancing with it endofinput i of being in an office or waiting on hold when i heard it can invoke that in me sometimes endofinput the thoughts of the trumpet being played keeps ringing in my mind endofinput i a at the end of an 80s where the main characters of high school age are all dancing together at a dance with a montage of each character and how their continued beyond the endofinput i get this feeling this be for an outro of an old school teenagers highlighting different characters with the credits rolling endofinput it reminded me of an 80s style so i a sort of romantic sunset with a load of purples and orange hues it was very american 80s too but it also had a grainy look to it endofinput i the ending of an 80s maybe a comedy or romance and the screen fades to black to show the credits with this in the background endofinput it me of an animated it free and colourful endofinput near the end of the where everything went well for all the characters everyone is dancing and happy laughing and joking with each other as everyone all worked at in the end endofinput chill endofinput of the city a tropical city miami and or los angeles endofinput it me of dance from the 80s or the credits to from 90s or 80s the rom comedies and other comedy endofinput i had the imagination of the beginning of a sitcom the ones reba home improvement or even everybody loves raymond i also a studio set with the audience at the back to add to the laugh tracks at the same time i also about the beegees just loitering around endofinput this reminded me of 90s 2000s sitcoms family matters and other similar shows endofinput a restaurant we visited las weekend endofinput mostly the terry perry is what i about black americans having a party endofinput the the type you hear in opening credits to a or tv show or even possibly ending of show to announce character names and titles endofinput i of a 80s 90s sitcom rather than a i tried to of a specific one but not come up with one endofinput i a at a as a sort of warm up for the main act where people are mingling and waiting around endofinput something i expect to hear on the radio or when visiting a theme park endofinput i the credits rolling at the end of a with this the was giving rom com vibes with a light hearted ending and this gives that impression to me endofinput i a wedding party happening and people dancing also i just missed what the attention check asked me to type it said please type the word did not catch the word but i was concentrating endofinput i a 90s show with vibrant colors and wild hairstyles endofinput 
34,movie,80s,80s_MED_08,MOVIE-80s_MED_08,MOV_80s,something from a sitcom endofinput watching a kids show with my young child and then they start dancing endofinput the evokes the feeling of longing in a new place or destination endofinput soothinginteresting laughter endofinput i felt i was a character in a and positive things were just happening to me so i was in a good mood or a mood for celebration endofinput this one me of my ex boyfriend who loved these types of and also i watching and i have heard it several times endofinput i a celebration kind of the ones during christmas season endofinput it a used where a family is traveling for a vacation by road endofinput i a where a person is driving while listening to that endofinput i do not know why but this just simply reminded me of a character walking down the street in a that was jolly and happy because of something that has just happened one thing that led to was me about spiderman and how there is a where peter parker is walking down the road to the raindrops keep falling on my head and he is happy i that but with this instead a happy for a happy endofinput lady in a red vintage ferrari endofinput i myself in church because the on of the led during the section endofinput i a where i was at a quiet place trying to find peace within me no one was there just me and endofinput i the opening of a where an actor is driving in a suburban area enjoying in his or her car endofinput a in a romantic comedy where the two leads are starting to connect potentially doing something fun or engaging for the first time endofinput typically a dance in the or when its the end credits and they are showing a reel of what their future lives have turned out to be endofinput for some reason i of a screensaver i have seen it is artwork of a tropical beach with a pink and orange sunset endofinput i do not know why but i am in an ice cream shop the shop sells banana ice cream has a pastel color pallette for its interior the floors are checkered tiles and for some reason they also sell balogna ice cream and have it as a topping they also sell pistachio ice cream endofinput end of a comedy series show and the cast are happy and waving goodbye to the crowd camera it is the end of the show endofinput dancing sunshine yellow frothy seas sand party young people endofinput i feel i am listening to a michael jackson endofinput i about bingo parlours as it felt an older that i mightve heard on the radio back in the 2000s a 20th century lots of and vibes endofinput it said but it did not a at all to me so i decided to just enjoy the and then i started to randomly banjo kazooie as i feel it suit that and i played it a lot with my siblings as a kid on the nintendo 64 endofinput i seated behind the car with my parents driving taking me to school on a bright day endofinput i was a person happily going about their day in a endofinput a in a a car pulls into a driveway and a typical suburban family steps out of the car endofinput i a stylish in a someone walking through a city at night the mixes classical with a modern hip twist it feel fresh but also a little fancy endofinput i it as the introduction to a about a family and the was basically the family introduction showing each person in it and their name cards sitcom style endofinput this gave the imagination of reaching the end of a family an old one and reaching the credits where this is as we see the credits roll up endofinput 
35,movie,80s,80s_MED_13,MOVIE-80s_MED_13,MOV_80s,it in a science fiction endofinput i the korean i used to binge watch when i was around the age of 14 to 16 i had just gotten back from school and after getting my assignments sorted out my favorite korean show was next in line endofinput it it be an introduction to some romantic tv show or endofinput it quite different and you hear the voices but not specific words endofinput two adult lovebirds dancing over the at a or party endofinput my parents being in love back in the days i recently came across a of both of them holding hands and the moment the began the flashed through my mind endofinput it has a gentle acoustic with a relaxed feel perfect for unwinding endofinput the is on my car radio i am driving from the grocery store and i am enjoying the evening endofinput its i am floating above my thoughts watching them pass clouds i do not need to solve anything right now just breathe just be this is peace in motion it gives me a meditation vibe endofinput opening for a twilight endofinput the cool more classical or soul endofinput it reminded me of the part in a romantic where the couple have a falling out or break up endofinput before the fully kicked in i was frozen there was a that a bell ringing and it me of the sleigh then after there was a change in i had no thoughts endofinput the night sky with shiny stars and moon something out of a science fiction but with bad effects endofinput a fantasy inspired advertisement for a refreshing cold drink endofinput i the opening of a with slow motion a family of 6 in a park running talking laughing having a picnic lots of cut endofinput this me a rainforest with tribes people with a very peaceful feeling to it i felt happy and relaxed with nature endofinput it gives me nostalgic 90s vibes some of it relates to kate bush or bjorks a little bit so it gives me ethereal and angelic vibes but with a hint of 90s 00s downbeat pop in terms of the it matched the visual aspects of the artists mentioned so a more mature older vibe quite serious and romantic endofinput it actually gives a church vibe i felt i was in this church with bright lights streaming through stained glass windows endofinput a introduction where they show the production company one that no one has ever heard of or will ever see again as its been set up for this alone and then it runs into the opening of the endofinput i this in a comedy romance where it is a love at first sight endofinput the opening title of an 80s probably the view of philly in the sunrise spanning across the city endofinput pixies fairies gentle pastel colours sparkle enchantment fantasy endofinput a character walking down the streets endofinput of a very famous at an intimate full of loving fans endofinput i the introduction of a its common to hear such as they state who the producers and actors in the are endofinput a introduction soundtrack endofinput an ancient eastern beginning followed by a more progressive path endofinput i quite an old set sometime in the 80s i this accompanying those old school intros they use to have introducing all the cast and the producers endofinput i this walking into a family restaurant that is friendly and welcoming endofinput 
36,movie,Ele,Ele_LOW_09,MOVIE-Ele_LOW_09,MOV_Ele,a car chase action endofinput driving a flying car in the future and weaving through traffic endofinput it was a science fiction cyberpunk style space building up to some massive fight endofinput seemed an adventure maybe a from blade runner endofinput the only thing i can of is a dance night club with everyone a black shadow and bluish white lights flashing about endofinput the relates to overcoming struggles it victory endofinput just setting the mood to have a competition or something with a friend or colleagueits a battle endofinput i myself building up energy for a competitive race and the tension was high and for some reason i i am going to win endofinput this one is still fresh in my mind just yesterday i watched a horror and this was the theme tone endofinput i an action where someone is being pursued by villains endofinput a long drive way in a endofinput i this was great and it just reminded me of john wick or other action where in which the is in the build up to a shoot out or a race where something great and heroic is going to happen loved it me feel nostalgic and happy endofinput a young man running endofinput this built tension and there was going to be an epic drop it me feel a little bit on edge and aware of my surroundings endofinput i an of an action where heros and fighter are assembling to go for a rescue mission endofinput the gave thoughts of an action where it is at its climax endofinput an action is about to start maybe some sort of chase where the protagonist is getting chased by somebody at the start of the the protagonist is realising they are being followed as the continues the protagonist starts running weaving through pedestrians obstacles and traffic as the becomes more intense endofinput when hearing this it reminded me of a scifi or series where they were racing or battling the bad guys endofinput i envisioned keanu reeves i because similar features in both the matrix and john wick of which he stars in endofinput the beginning of a epic fight endofinput somebody was in a cyberspace realm that was glowing blue with lots of digital fractals on the walls they began moving faster as the was building up getting ready to breach the firewall lol endofinput detective good guys in deep conversation about a plan then they realise a plan so get to work endofinput i someone in black running away from a group of people that are shooting at them the person in black jumps through a window and they start falling in slow motion with the glass falling slowly as well endofinput it just a from an action adventure and it me of tom cruise endofinput watching a endofinput i this in the background of a tv show or about racing and the racers are walking onto the track to get into their cars and the camera focuses on each important racer one by one endofinput a that for the credits at the end of a endofinput it said so i what type of it fit as a soundtrack and figured probably action or science fiction but then it also gave me strong vibes so i started that a bit too i have been very interested in terminator lately so i parts of that and the based on it especially the retro ones although it does not fit them exactly endofinput i i was watching a of need for speed where cars were racing endofinput i of some teens or young adult women at a techno with light flashing and people dancing waiting on the beat drop endofinput an action with neon lighting people are racing cars down the street endofinput i a where something big is about to happen the feels suspenseful everyones waiting for a surprise at the same time the hip beat it feel modern and cool endofinput felt a a battle was about to start with big space marine looking guys endofinput i about introduction of my favourite series the introduction the experience of watching the series unforgettable endofinput this gave the feeling of being in an action a car chase and you are weaving through traffic as stuff is happening all around endofinput 
37,movie,Ele,Ele_LOW_14,MOVIE-Ele_LOW_14,MOV_Ele,i was of being at a warehouse project gig with someone old synthy house it felt fun and enjoyable endofinput i can see undertale on my computer screen i am fighting sans but the is not quite right i am not running my usual pacifist run so i have to attack him the of my hitting him are satisfying hes going down soon oh no i have just lost so much health to him i have to do this i can do this is all i can endofinput it retro more than endofinput this me envision a very old fighting one where the graphics arent that good but you for hours endofinput reminded me of the matrix or blade runner someone running down the street in pursuit of something someone technological and modern devices endofinput e prerecorded beats for with more a dramatic effect mostly played by gen z endofinput while listening to the i being in a party with strippers and women dancing to a rhythm that was wild and fun endofinput an overhead view of a futuristic city at night sped up with vehicle lights zooming along the roads there were also tower blocks with endofinput yes if we are talking it me of tron has a very similar high tech vibe to it endofinput i just about old school arcades and 8bit arcade machines it really space invaders style as you hear things being fired and hitting objects breaking them endofinput i my girlfriends little brother sitting in my living room a endofinput oh this feels epic especially with the start it has this sensation of people or characters coming together and approaching a rising conflict or climax things do not feel dire but they are happening and its a powerful anticipatory energy it also old 8bit or chiptune or something endofinput it reminded me of arcade and places you can them such as nq64 in lots of the uks major cities endofinput when watching sports reviews especially soccer endofinput i this to be the soundtrack to a boss fight in an older Super Nintendo Entertainment System era it me of such as zelda or lagoon and i can the characters engaging against a mortal enemy as the ramps up the fight is most likely climatic in nature and the stakes are very high endofinput it reminded me of from the 90s early 2000s endofinput i felt that this have been pulled from a 1990s side scroller by nintendo or from a japanese anime from that same era akira endofinput this me of super mario and through the levels on my nintendo ds endofinput i did not a specific per se but i did associate it with the wreck it ralph it reminded me of an animated kids endofinput probably a the introduction of a when the characters are being mentioned endofinput it very disco 80s themed to me endofinput now this more something from a i pro evolution soccer on a PlayStation 2 with my older brother we absolutely loved that the brought a lot of good endofinput i immediately of a high tech futuristic world where the characters in the are getting ready to go do something reckless hack into something the that came to mind was that this is something that maybe at the beginning or middle of the when the characters are still getting up to no good before things get serious at the end of the endofinput i about an animated geared towards children that was showing some kind of start of an adventure with the main characters endofinput is not it that theme from space invaders or something where the planes shoot asteroids i did not love the way it my head vibrate so it mustve been the asteroids exploding endofinput just arcade endofinput it reminded me of retro similar to tetris or pac man endofinput 
38,movie,Ele,Ele_MED_19,MOVIE-Ele_MED_19,MOV_Ele,well quite sad and dynamic maybe a sad or something is being revealed doing something important maybe walking in the rain or going to do something you should not be endofinput initially it to be a over a sad moment of the however as the beat was added it fit more with a coming of age endofinput me of a of my favorite pop musician i my self being engrossed and entertained endofinput what popped up in my head right away and all i of was minecraft endofinput it had a good beat to it and was intriguing endofinput a from a where one has a thoughtful feeling endofinput at first i laying on my bed on a rainy day with a peaceful mind free from worries and the chaos but then when the beats came in i saw myself jump off the bed and back to reality endofinput it it have been a soundtrack to a where someone was getting ready for a big night out endofinput i am in the office we are not having a busy day so the supervisor the to keep the morale alive endofinput i enjoyed the and the thoughts it gave me was to dance to the tunes more of happy thoughts endofinput the tune is entertaining endofinput beginning of a xxxtentacion or any sad genre endofinput classic tunes played in endofinput at first i was a horror with low brightness slenderman then minecraft and the cave i have recently been in then when the clicking began it reminded me of a fashion design dress up i used to so i was that endofinput moody of a drone filming over the cliff with the sea early evening a advert for a new drama programme endofinput a lonely cat in the forest after being shooed away endofinput i a woman grieving a loved one everything is slow and somber with her crying at the funeral and feeling depressed the then picks up and the become fast paced as the woman deals with grieving drinking crying and the same old routines over and over endofinput i i am sitting in my car with a black and mild alone when i hear this because its the type of beats i when driving and its a old habit i pick up in the slums with black friends and i hear similar with them endofinput originally it started to me of christopher nolan inception or vaguely some psychological thrillers memento perhaps but then it started to provide a beat breakbeat so it lead me more down the road of coming of age school where the main character is a great development in either the or their individual role such as finding themselves or walking to an important location such as fish tank for example more indie and british endofinput of my adventure time going for a hike endofinput i being alone at home and dancing along the rhythms and beats endofinput rainy stormy windows in a city apartment a girl feel reenergised and at peace by it endofinput i that it was replaying happy of two peoples lives as they held each other with tears streaming down their face endofinput the during the characters endofinput a where a character dances endofinput really peaceful feel to it you can tell its the beginning of a great endofinput people slow dancing but as the beats gets more lively the dance becomes faster endofinput montage of someone experiencing something sad of them travelling and looking solemnly out the window very dark ambience endofinput that late 2010s endofinput sorry meant to press no had vibes to it coming of age angst and the world is moving whilst simultaneously closing and opening up around the protagonist endofinput a bleak situation followed by the call to action endofinput i also this in an ad or a small shop in the mall endofinput very confusing i immediately oh they be dead and its so sad and everyone is at the funeral and mourning then there was this beat that was so entirely unexpected it became they be dead yes but they loved a kick endofinput 
39,movie,Ele,Ele_MED_20,MOVIE-Ele_MED_20,MOV_Ele,the thoughts about animals swimming came into my head i saw myself in an aquarium and watching a seal and turtle swim around the me pensive as well as i watched the animals swim around endofinput its a where something sad has happened and the protagonist is trying to move on very solemn but the background is bright signifying that things will be okay endofinput not sure if this is his but i about joe satriani my mom used to listen to him a lot on the weekends so i about sitting in the living room with my siblings while my mom cleans endofinput i a science fiction city that showed extremely futuristic buildings an a bunch of flying cars zooming past it it looks a small planet that you can see the circle around from the viewpoint the city is very green and beautiful looking endofinput bluish scenery a cyberpunk type view endofinput the a relief maybe from a long that is full of hardships but finally in the end something good and peaceful happens and that is when the endofinput this something i put on in the morning when trying to relax or read before work i to listen to the calm your anxiety before work and i hear stuff this all the time it soothes your brain and gets you relaxed endofinput entry to a modern city skyline endofinput the is great and me sitting all alone somewhere and meditating endofinput to me this is a reflection of a character of the or sometimes a sad moment endofinput i a landscape of ruins where the world does not look the same as it did endofinput it me of being on a roundabout at the park as a child endofinput the me feel calm a serious just happened in a and now the is so the main characters can reflect on the actions that just happened its a sad where they are pondering on how it affected them and are having flashbacks endofinput the in question i be on the artsier side this what be played during a travel montage drone footage of landscapes and following a car also feels cold endofinput i about being mindful and the serenity and peace that comes from self reflection endofinput this reminded me of the playstation loading screen while growing up it had that very meditation noise i am reminded of waiting for my cousins to finish and the xmen on the playstation 2 at grandmas house endofinput i myself floating in a pool with my eyes closed and very relaxed i am the only one in the water at a fancy hotel i feel the warm sun on my face and am at peace endofinput i my girlfriend love this beat so much endofinput horror when that scary appears endofinput getting a massage from a masseuse it felt very much the they rhythmic but calming endofinput i was trying to where the be used in a i maybe when the characters are walking by the beach or about to have a heartfelt moment of some sort endofinput the is soothing and relaxing in a way endofinput i this in a chill out beach in a hot country by the sea people in swimwear and cocktails soaking in a sunset endofinput background at a or in some public toilets at a restaurant or cafe endofinput this of really felt it belonged in a i it be used at night time maybe a character is driving or sat in their bedroom or if they have just hung up the phone and are feeling depressed it feels very nocturnal to me endofinput i this was the kind of you hear on a plane whilst waiting to take off endofinput i a documentary mostly about fun facts or historic information endofinput 
40,movie,Jaz,Jaz_LOW_19,MOVIE-Jaz_LOW_19,MOV_Jaz,i about a super mario the tune was very similar to the background in most mario it me about super mario odyssey which was the last mario that i played endofinput those soccer where you are picking your teams and setting up formation before the itself starts endofinput an old set in the 20s with people dancing in couples throughout the room its quite lively and fun endofinput well i only something from the first part of the because the lower half ruined it first part me of going down the pipe in a super mario i about collecting all the coins in a level that is really dark and a bit creepy the rest of the ruined it for me though endofinput when hearing this i a blues brothersesque in which two cool blues musicians were being introduced and possibly dancing in some sort of fancy it has a zainy feel to it and denotes to me the idea that the is going to be lighthearted family based or comical in nature endofinput similar to the last tune my mind shifted halfway into the recording the first part of the recording a bowser boss fight in the older mario once the kicked in my mind shifted to being in a coffee shop listening to while drinking coffee endofinput i and myself with friends at a party or ceremonial gathering endofinput thoughts of the actor especially when the actor comes out in the streets meeting people and when he is in a good mood endofinput at first i a but then my mind switched to an upmarket restaurant lit by candlelight with people in suits and dresses at circular tables watching the with champagne glasses endofinput i a where in the introduction of a cop you see a cop card going through traffic in a night time scenario endofinput i a heist and or a noir setting but a montage of moments as someone is doing a voice over over the top of it endofinput i people dressed in vintage fashion from the 1930s swing dancing together at some type of party and having a good time endofinput it me a 1940s army with people dancing endofinput i that it might of been a based on mario as the reminded me of mario so the might have been upbeat and fast probably to do with some doing parkour as its a platformer so jumping onto blocks and ledges etc endofinput bullshit being a that was fucking mario endofinput a guy in the something was wrong and was cautious in approaching and then turns out its all good and friendly and then he mingles with everyone endofinput i a man dancing and then people around him the heard endofinput my first imagination when the notes hit was pink panther he was cautious in a but then suddenly became all jaunty due to the increase of his back wasnt crouched as before and now he style of walk is very enthusiastic a cartoon endofinput it felt chaotic to listen to and the themes of the seemed to completely switch within that short period i felt a lot of thoughts and emotions endofinput at the start it almost an animated chase where people were being chased and it transitioned into almost a club feel endofinput i the on a stage in a smaller venue with someone the in the middle and and on each side of them endofinput i an introduction to some sort of cartoon that opens on a close up of someones hands the it zooms out to animals dancing in tuxedos its an old school style endofinput a certain restaurant which which live endofinput a woman in a moving across the street in a round skirt seeing a handsome man on the other end endofinput the at the start kind of reminded me of a detective coming to a wait is that it that is it sort of realization about a case they have been at a standstill for then it was him working with a renewed enthusiasm endofinput seemed at first to suggest a different theme possibly suspense but the changes to a lighter positive tone endofinput the is played from a and some other hence the is an endofinput i envisioned a from a where the actor or actress has recently gone to somewhere new york and is exploring and is in awe of the city life endofinput i can not get over how much the first bit me of mario it threw me off for the rest of the i just kept mario levels and the endofinput again i some people having fun after dinner dancing to this in a nice restaurant or even this at a live date endofinput a where different parts of the city are swiftly displayed one of the was people riding biked by the beach endofinput 
41,movie,Jaz,Jaz_LOW_21,MOVIE-Jaz_LOW_21,MOV_Jaz,very peppy lift again feels busy you need to do something maybe walking through a shopping center listening to this in the background endofinput fun supermarket shopping in a coming of age endofinput me of a tom jerry show i used to watch the track in the background while tom and jerry are being mischievous as usual endofinput i of a cute little cafe simulator kind of endofinput a whimsical to it endofinput a typical of cartoons or kids shows endofinput a circus i seeing a circus for the first time the just brought the back endofinput it it have been the soundtrack to a chase in a endofinput i chilling in my grandmother kitchen drinking tea and listening to her while she cooks endofinput i the environment of a gambling place likely a cassino with people around busy trying their luck endofinput the tune gives a ringtone vibe endofinput kids winter wonderland fairy tail endofinput the more the played in kids or mobile endofinput it reminded me of one of those mute comedy sketches endofinput a child tv show an animated one that does not actually exist very light blue background for the sky a colourful caterpillar walking buy a house similar to the one in peppa pig occasionally i someone a glockenspiel with beaters endofinput a cute baking with time challenges to finish baking and decorating endofinput i i am standing in elevator because this is the only place i hear it in real life endofinput slap stick comedy type of montage of during a perhaps doing some funny events or combining a bunch of into one loft lobby hotel so be very effective in this location as well also gave me feelings of old french or perhaps european non english speaking perhaps still comedy or black and white vintage old ambience endofinput me of kids endofinput i felt the tiles and i was fully focused and enjoying the rhythms endofinput i this in a grocery store as a family is walking down an aisle looking for groceries endofinput working in an office face paced environment maybe in a endofinput 1920s30s tuxedos endofinput i i was in a farm endofinput more of an annoying one that be in a kids id say usually at the supermarket or in a elevator but i really dislike it and is overwhelming to the ear endofinput a person walking to work in a joyful mood endofinput i a being played i also where people are having fun on a road trip endofinput i its more popular in cartoon or animation i all the my daughter and i watch and these kind of are popular endofinput that a soundtrack from a children show endofinput something from when harry met sally or a woody allen so that is what i was of endofinput shenanigans occurring at a hotel maybe someone is pulling a prank endofinput i see this being in a maybe one that has a retro feel endofinput i this in a quite cutesy designed and i this specific as being in some sort of store that you go into purchase specific items to a region endofinput i this in a introduction to a sitcom maybe a silly or something that endofinput 
