,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,METdescr_prepLVL1A
34,movie,80s,80s_MED_08,MOVIE-80s_MED_08,MOV_80s,sounds like something from a sitcom endofasubhere watching a kids show with my young child and then they start dancing endofasubhere the evokes the feeling of longing in a new place or destination endofasubhere soothinginteresting laughter endofasubhere i felt like i was a character in a and positive things were just happening to me so i was in a good mood or a mood for celebration endofasubhere this one reminds me of my ex boyfriend who loved these types of and also i like watching and i have heard it several times endofasubhere i imagined a celebration kind of like the ones during christmas season endofasubhere it sounds like a used where a family is traveling for a vacation by road endofasubhere i imagined a scene where a person is driving while listening to that endofasubhere i do not know why but this just simply reminded me of a character walking down the street in a that was jolly and happy because of something that has just happened one thing that led to was me thinking about spiderman and how there is a scene where peter parker is walking down the road to the raindrops keep falling on my head and he is happy i imagine that but with this instead like a happy for a happy scene endofasubhere lady in a red vintage ferrari endofasubhere i imagined myself in church because the sound on of the sounds led during the section endofasubhere i imagine a scene where i was at a quiet place trying to find peace within me no one was there just me and endofasubhere i imagined the opening scene of a where an actor is driving in a suburban area enjoying in his or her car endofasubhere a scene in a romantic comedy where the two leads are starting to connect potentially doing something fun or engaging for the first time endofasubhere typically a dance scene in the or when its the end credits and they are showing a reel of what their future lives have turned out to be endofasubhere for some reason i thought of a screensaver i have seen it is artwork of a tropical beach with a pink and orange sunset endofasubhere i do not know why but i am in an ice cream shop the shop sells banana ice cream has a pastel color pallette for its interior the floors are checkered tiles and for some reason they also sell balogna ice cream and have it as a topping they also sell pistachio ice cream endofasubhere end of a comedy series show and the cast are happy and waving goodbye to the crowd camera it is the end of the show endofasubhere dancing sunshine yellow frothy seas sand party young people endofasubhere i feel like i am listening to a michael jackson endofasubhere i thought about bingo parlours as it felt like an older that i mightve heard on the radio back in the 2000s sounded like a 20th century lots of saxophones and vibes endofasubhere it said but it did not sound like a at all to me so i decided to just enjoy the and then i started to randomly imagine banjo kazooie as i feel like it would suit that and i played it a lot with my siblings as a kid on the nintendo 64 endofasubhere i imagine seated behind the car with my parents driving taking me to school on a bright day endofasubhere i was imagining a person happily going about their day in a endofasubhere a scene in a a car pulls into a driveway and a typical suburban family steps out of the car endofasubhere i imagined a stylish scene in a someone walking through a city at night the mixes classical with a modern hip twist making it feel fresh but also a little fancy endofasubhere i pictured it as the introduction to a about a family and the was basically like the family introduction showing each person in it and their name cards sitcom style endofasubhere this gave the imagination of reaching the end of a family an old one and reaching the credits where this is as we see the credits roll up endofasubhere 
35,movie,80s,80s_MED_13,MOVIE-80s_MED_13,MOV_80s,imagine it in a science fiction endofasubhere i imagined the korean i used to binge watch when i was around the age of 14 to 16 i had just gotten back from school and after getting my assignments sorted out my favorite korean show was next in line endofasubhere it sounded like it could be an introduction to some romantic tv show or endofasubhere it sounded quite different and you could hear the voices but not specific words endofasubhere two adult lovebirds dancing over the at a or party endofasubhere my parents being in love back in the days i recently came across a picture of both of them holding hands and the moment the began the picture flashed through my mind endofasubhere it has a gentle acoustic sound with a relaxed feel perfect for unwinding endofasubhere the is on my car radio i am driving from the grocery store and i am enjoying the evening endofasubhere its like i am floating above my thoughts watching them pass like clouds i do not need to solve anything right now just breathe just be this is peace in motion it gives me a meditation vibe endofasubhere opening scene for a twilight endofasubhere the sounded cool more classical or soul endofasubhere it reminded me of the part in a romantic where the couple have a falling out or break up endofasubhere before the fully kicked in i was imagining frozen there was a sound that sounded like a bell ringing and it made me think of the sleigh then after there was a change in i had no thoughts endofasubhere the night sky with shiny stars and moon like something out of a science fiction but with bad effects endofasubhere a fantasy inspired advertisement for a refreshing cold drink endofasubhere i imagined the opening scene of a with slow motion a family of 6 in a park running talking laughing having a picnic lots of cut scenes endofasubhere this made me imagine a rainforest with tribes people with a very peaceful feeling to it i felt happy and relaxed with nature endofasubhere it gives me nostalgic 90s vibes some of it relates to kate bush or bjorks a little bit so it gives me ethereal and angelic vibes but with a hint of 90s 00s downbeat pop in terms of the scenes imagined it matched the visual aspects of the artists mentioned so a more mature older vibe quite serious and romantic endofasubhere it actually gives a church vibe i felt like i was in this church with bright lights streaming through stained glass windows endofasubhere a introduction where they show the production company one that no one has ever heard of or will ever see again as its been set up for this alone and then it runs into the opening scenes of the endofasubhere i could imagine this in a comedy romance where it is a love at first sight endofasubhere the opening title of an 80s probably the view of philly in the sunrise spanning across the city endofasubhere pixies fairies gentle pastel colours sparkle enchantment fantasy endofasubhere a character walking down the streets endofasubhere scenes of a very famous singer at an intimate full of loving fans endofasubhere i could imagine the introduction of a its common to hear such as they state who the producers and actors in the are endofasubhere sounded like a introduction soundtrack endofasubhere an ancient eastern beginning followed by a more progressive path endofasubhere i imagined quite an old set sometime in the 80s i pictured this accompanying those old school intros they use to have introducing all the cast and the producers endofasubhere i could picture this walking into a family restaurant that is friendly and welcoming endofasubhere 
36,movie,Ele,Ele_LOW_09,MOVIE-Ele_LOW_09,MOV_Ele,sounds like a car chase action scene endofasubhere driving a flying car in the future and weaving through traffic endofasubhere it was like a science fiction cyberpunk style space scene building up to some massive fight endofasubhere seemed like an adventure maybe a scene from blade runner endofasubhere the only thing i can think of is a dance night club with everyone a black shadow and bluish white lights flashing about endofasubhere the relates to overcoming struggles it sounds like victory endofasubhere just setting the mood to have a competition or something with a friend or colleagueits like a battle endofasubhere i imagined myself building up energy for a competitive race and the tension was high and for some reason i think i am going to win endofasubhere this one is still fresh in my mind just yesterday i watched a horror and this was the theme tone endofasubhere i imagined an action where someone is being pursued by villains endofasubhere a long drive way in a scene endofasubhere i thought this was great and it just reminded me of john wick or other action where in which the is in the build up to a shoot out or a race where something great and heroic is going to happen loved it made me feel nostalgic and happy endofasubhere a young man running endofasubhere this built tension and sounded like there was going to be an epic drop it made me feel a little bit on edge and aware of my surroundings endofasubhere i pictured an image of an action where heros and fighter are assembling to go for a rescue mission endofasubhere the gave thoughts of an action where it is at its climax endofasubhere an action scene is about to start maybe some sort of chase scene where the protagonist is getting chased by somebody at the start of the the protagonist is realising they are being followed as the continues the protagonist starts running weaving through pedestrians obstacles and traffic as the becomes more intense endofasubhere when hearing this sound it reminded me of a scifi or series where they were racing or battling the bad guys endofasubhere i envisioned keanu reeves i think because similar features in both the matrix and john wick of which he stars in endofasubhere sounds like the beginning of a epic fight endofasubhere somebody was in a cyberspace realm that was glowing blue with lots of digital fractals on the walls they began moving faster as the was building up getting ready to breach the firewall lol endofasubhere detective good guys in deep conversation thinking about a plan then they realise a plan so get to work endofasubhere i imagined someone in black running away from a group of people that are shooting at them the person in black jumps through a window and they start falling in slow motion with the glass falling slowly as well endofasubhere it just sounded like a sound from an action adventure and it made me think of tom cruise endofasubhere watching a endofasubhere i imagined this in the background of a tv show or about racing and the racers are walking onto the track to get into their cars and the camera focuses on each important racer one by one endofasubhere sounds like a that for the credits at the end of a endofasubhere it said so i imagined what type of it would fit as a soundtrack and figured probably action or science fiction but then it also gave me strong vibes so i started picturing that a bit too i have been very interested in terminator lately so i imagined parts of that and the based on it especially the retro ones although it does not fit them exactly endofasubhere i imagined i was watching a of need for speed where cars were racing endofasubhere i thought of some teens or young adult women at a techno with light flashing and people dancing waiting on the beat drop endofasubhere an action with neon lighting people are racing cars down the street endofasubhere i imagined a scene where something big is about to happen the feels suspenseful like everyones waiting for a surprise at the same time the hip beat makes it feel modern and cool endofasubhere felt like a like a battle was about to start with big space marine looking guys endofasubhere i thought about introduction of my favourite series the introduction makes the experience of watching the series unforgettable endofasubhere this gave the feeling of being in an action like a car chase and you are weaving through traffic as stuff is happening all around endofasubhere 
37,movie,Ele,Ele_LOW_14,MOVIE-Ele_LOW_14,MOV_Ele,i was thinking of being at a warehouse project gig with someone old synthy house it felt fun and enjoyable endofasubhere i can see undertale on my computer screen i am fighting sans but the is not quite right i am not running my usual pacifist run so i have to attack him the sounds of my hitting him are satisfying hes going down soon oh no i have just lost so much health to him i have to do this i can do this is all i can think endofasubhere it sounded like retro more than endofasubhere this made me envision a very old fighting one where the graphics arent that good but you could for hours endofasubhere reminded me of the matrix or blade runner someone running down the street in pursuit of something someone technological and modern devices endofasubhere sounds like e prerecorded beats for with more like a dramatic effect mostly played by gen z endofasubhere while listening to the sound i imagined being in a party with strippers and women dancing to a rhythm that was wild and fun endofasubhere an overhead view of a futuristic city at night sped up with vehicle lights zooming along the roads there were also tower blocks with endofasubhere yes if we are talking it made me think of tron has a very similar high tech vibe to it endofasubhere i just thought about old school arcades and 8bit arcade machines it really sounded like space invaders style as you could hear things being fired and hitting objects breaking them endofasubhere i imagined my girlfriends little brother sitting in my living room a endofasubhere oh this feels epic especially with the start it has this sensation of people or characters coming together and approaching a rising conflict or climax things do not feel dire but they are happening and its a powerful anticipatory energy it also sounds like old 8bit or chiptune or something endofasubhere it reminded me of arcade and places you can them such as nq64 in lots of the uks major cities endofasubhere when watching sports reviews especially soccer endofasubhere i imagined this to be the soundtrack to a boss fight in an older Super Nintendo Entertainment System era it made me think of such as zelda or lagoon and i can picture the characters engaging against a mortal enemy as the ramps up the fight is most likely climatic in nature and the stakes are very high endofasubhere it reminded me of from the 90s early 2000s endofasubhere i felt that this could have been pulled from a 1990s side scroller made by nintendo or from a japanese anime from that same era like akira endofasubhere this made me think of super mario and through the levels on my nintendo ds endofasubhere i did not imagine a specific scene per se but i did associate it with the wreck it ralph it reminded me of an animated kids endofasubhere probably a the introduction of a when the characters are being mentioned endofasubhere it sounded very disco 80s themed to me endofasubhere now this sounds more like something from a i imagined pro evolution soccer on a PlayStation 2 with my older brother we absolutely loved that the sound brought a lot of good memories endofasubhere i immediately thought of a high tech futuristic world where the characters in the scene are getting ready to go do something reckless like hack into something the thought that came to mind was that this is something that would maybe at the beginning or middle of the when the characters are still getting up to no good before things get serious at the end of the endofasubhere i thought about an animated geared towards children that was showing some kind of start of an adventure with the main characters endofasubhere is not it that theme from space invaders or something where the planes shoot asteroids i did not love the way it made my head vibrate so it mustve been the asteroids exploding endofasubhere sounded just like arcade endofasubhere it reminded me of retro similar to tetris or pac man endofasubhere 
38,movie,Ele,Ele_MED_19,MOVIE-Ele_MED_19,MOV_Ele,well made quite sad and dynamic maybe a sad scene or something is being revealed doing something important maybe walking in the rain or going to do something you should not be endofasubhere initially imagined it to be a over a sad moment of the however as the beat was added it fit more with a coming of age endofasubhere reminds me of a of my favorite pop musician i imagined my self being engrossed and entertained endofasubhere what popped up in my head right away and all i could think of was minecraft endofasubhere it had a good beat to it and was intriguing endofasubhere a scene from a where one has a thoughtful feeling endofasubhere at first i imagined laying on my bed on a rainy day with a peaceful mind free from worries and the chaos but then when the beats came in i saw myself jump off the bed and back to reality endofasubhere it sounded like it could have been a soundtrack to a scene where someone was getting ready for a big night out endofasubhere i imagine am in the office we are not having a busy day so the supervisor the to keep the morale alive endofasubhere i enjoyed the sound and the thoughts it gave me was to dance to the tunes more of happy thoughts endofasubhere the tune is entertaining endofasubhere beginning of a xxxtentacion or any sad genre endofasubhere classic tunes played in scenes endofasubhere at first i was visualising a horror with low brightness like slenderman then minecraft and the cave i have recently been in then when the clicking sounds began it reminded me of a fashion design dress up i used to so i was visualising that endofasubhere moody scenes of a drone filming over the cliff with the sea early evening like a advert for a new drama programme endofasubhere a lonely cat in the forest after being shooed away endofasubhere i imagined a woman grieving a loved one everything is slow and somber with her crying at the funeral and feeling depressed the then picks up and the scenes become fast paced as the woman deals with grieving drinking crying and the same old routines over and over endofasubhere i imagined i am sitting in my car with a black and mild alone when i hear this because its the type of beats i like when driving and its a old habit i pick up in the slums with black friends and i hear similar with them endofasubhere originally it started to remind me of christopher nolan like inception or vaguely some psychological thrillers like memento perhaps but then it started to provide a beat breakbeat so it lead me more down the road of imagining coming of age school where the main character is making a great development in either the story or their individual role such as finding themselves or walking to an important location such as fish tank for example more indie and british endofasubhere reminds of my adventure time going for a hike endofasubhere i imagined being alone at home and dancing along the rhythms and beats endofasubhere rainy stormy windows in a city apartment a girl feel reenergised and at peace by it endofasubhere i could imagine that it was replaying happy memories of two peoples lives as they held each other with tears streaming down their face endofasubhere the would during the characters scenes endofasubhere a scene where a character dances endofasubhere really peaceful feel to it you can tell its the beginning of a great endofasubhere people slow dancing but as the beats gets more lively the dance becomes faster endofasubhere montage of someone experiencing something sad images of them travelling and looking solemnly out the window very dark ambience endofasubhere that sounded like late 2010s endofasubhere sorry meant to press no had vibes to it like coming of age angst and like the world is moving whilst simultaneously closing and opening up around the protagonist endofasubhere a bleak situation followed by the call to action endofasubhere i could also picture this in an ad or a small shop in the mall endofasubhere very confusing i immediately imagined oh they be dead and its so sad and everyone is at the funeral and mourning then there was this beat that was so entirely unexpected it became they be dead yes but they loved a kick drum endofasubhere 
39,movie,Ele,Ele_MED_20,MOVIE-Ele_MED_20,MOV_Ele,the thoughts about animals swimming came into my head i saw myself in an aquarium and watching a seal and turtle swim around the made me pensive as well as i watched the animals swim around endofasubhere its a scene where something sad has happened and the protagonist is trying to move on very solemn but the background is bright signifying that things will be okay endofasubhere not sure if this is his but i thought about joe satriani my mom used to listen to him a lot on the weekends so i thought about sitting in the living room with my siblings while my mom cleans endofasubhere i imagined a science fiction like city that showed extremely futuristic buildings an a bunch of flying cars zooming past it it looks like a small planet that you can see the circle around from the viewpoint the city is very green and beautiful looking endofasubhere bluish scenery a cyberpunk type view endofasubhere the sounds like a relief maybe from a long that is full of hardships but finally in the end something good and peaceful happens and that is when the endofasubhere this sounded like something i would put on in the morning when trying to relax or read before work i like to listen to the calm your anxiety sounds before work and i hear stuff like this all the time it soothes your brain and gets you relaxed endofasubhere entry scene to a modern city skyline endofasubhere the sound is great and made me imagine sitting all alone somewhere and meditating endofasubhere to me this is like a reflection scene of a character of the or sometimes a sad moment endofasubhere i could imagine a landscape of ruins where the world does not look the same as it did endofasubhere it makes me think of being on a roundabout at the park as a child endofasubhere the made me feel calm like a serious scene just happened in a and now the is so the main characters can reflect on the actions that just happened its a sad scene where they are pondering on how it affected them and are having flashbacks endofasubhere the in question i think would be on the artsier side this sounds like what would be played during a travel montage drone footage of landscapes and following a car also feels cold endofasubhere i thought about being mindful and the serenity and peace that comes from self reflection endofasubhere this reminded me of the playstation loading screen while growing up it had that very meditation like noise i am reminded of waiting for my cousins to finish and the xmen on the playstation 2 at grandmas house endofasubhere i imagined myself floating in a pool with my eyes closed and very relaxed i am the only one in the water at a fancy hotel i feel the warm sun on my face and am at peace endofasubhere i remembered my girlfriend love this beat so much endofasubhere horror when that scary scene appears endofasubhere getting a massage from a masseuse it felt very much like the they rhythmic but calming endofasubhere i was trying to think where the would be used in a i think maybe when the characters are walking by the beach or about to have a heartfelt moment of some sort endofasubhere the is soothing and relaxing in a way endofasubhere i imagined this in a chill out beach in a hot country by the sea people in swimwear and cocktails soaking in a sunset endofasubhere background at a or in some public toilets at a restaurant or cafe endofasubhere this of really felt like it belonged in a i thought it would be used at night time maybe a character is driving or sat in their bedroom or if they have just hung up the phone and are feeling depressed it feels very nocturnal to me endofasubhere i thought this was the kind of you would hear on a plane whilst waiting to take off endofasubhere i imagined a documentary mostly about fun facts or historic information endofasubhere 
40,movie,Jaz,Jaz_LOW_19,MOVIE-Jaz_LOW_19,MOV_Jaz,i thought about a super mario the tune was very similar to the background in most mario it made me think about super mario odyssey which was the last mario that i played endofasubhere those soccer where you are picking your teams and setting up formation before the itself starts endofasubhere an old set in the 20s with people dancing in couples throughout the room its quite lively and fun endofasubhere well i only imagined something from the first part of the because the lower half ruined it first part made me think of going down the pipe in a super mario i thought about collecting all the coins in a level that is really dark and a bit creepy the rest of the ruined it for me though endofasubhere when hearing this i pictured a blues brothersesque in which two cool blues musicians were being introduced and possibly dancing in some sort of fancy it has a zainy feel to it and denotes to me the idea that the is going to be lighthearted family based or comical in nature endofasubhere similar to the last tune my mind shifted halfway into the recording the first part of the recording sounded like a bowser boss fight in the older mario once the kicked in my mind shifted to being in a coffee shop listening to while drinking coffee endofasubhere i thought and imagined myself with friends at a party or ceremonial gathering endofasubhere thoughts of the actor especially when the actor comes out in the streets meeting people and when he is in a good mood endofasubhere at first i imagined a but then my mind switched to an upmarket restaurant lit by candlelight with people in suits and dresses at circular tables watching the with champagne glasses endofasubhere i imagine a scene where in the introduction of a cop you see a cop card going through traffic in a night time scenario endofasubhere i imagined a heist and or a noir setting but a montage of moments as someone is doing a voice over over the top of it endofasubhere i imagined people dressed in vintage fashion from the 1930s swing dancing together at some type of party and having a good time endofasubhere it makes me imagine a 1940s army with people dancing endofasubhere i imagine that it might of been a based on mario as the reminded me of mario so the scene might have been upbeat and fast probably to do with some doing parkour as its a platformer so jumping onto blocks and ledges etc endofasubhere bullshit being a that was fucking mario endofasubhere a guy in the thinking something was wrong and was cautious in approaching and then turns out its all good and friendly and then he mingles with everyone endofasubhere i could picture a man dancing and then people around him the heard endofasubhere my first imagination when the notes hit was pink panther he was cautious in a scene but then suddenly became all jaunty due to the increase of saxophone his back wasnt crouched as before and now he style of walk is very enthusiastic like a cartoon endofasubhere it felt chaotic to listen to and the themes of the seemed to completely switch within that short period i felt a lot of thoughts and emotions endofasubhere at the start it sounded almost like an animated chase scene where people were being chased and it transitioned into almost a club feel endofasubhere i pictured the on a stage in a smaller venue with someone the saxophone in the middle and drums and on each side of them endofasubhere i imagined an introduction to some sort of cartoon that opens on a close up of someones hands the it zooms out to animals dancing in tuxedos its an old school style endofasubhere a certain restaurant which which live endofasubhere a woman in a scene moving across the street in a round skirt seeing a handsome man on the other end endofasubhere the at the start kind of reminded me of a detective coming to a wait is that it that is it sort of realization about a case they have been at a standstill for then it was him working with a renewed enthusiasm endofasubhere seemed at first to suggest like a different theme like possibly suspense but the changes to a lighter positive tone endofasubhere the is played from a drum and some other sound hence the is an endofasubhere i envisioned a scene from a where the actor or actress has recently gone to somewhere like new york and is exploring and is in awe of the city life endofasubhere i can not get over how much the first bit reminds me of mario it threw me off for the rest of the i just kept imagining mario levels and the endofasubhere again i imagined some people having fun after dinner dancing to this in a nice restaurant or even this at a live date endofasubhere a scene where different parts of the city are swiftly displayed one of the scenes was people riding biked by the beach endofasubhere 
41,movie,Jaz,Jaz_LOW_21,MOVIE-Jaz_LOW_21,MOV_Jaz,very peppy like lift again feels busy like you need to do something maybe walking through a shopping center listening to this in the background endofasubhere fun supermarket shopping scene in a coming of age endofasubhere reminds me of a tom jerry show i used to watch the sound track in the background while tom and jerry are being mischievous as usual endofasubhere i thought of a cute little cafe simulator kind of endofasubhere a whimsical sound to it endofasubhere a typical of cartoons or kids shows endofasubhere a circus i remember seeing a circus for the first time the just brought the memories back endofasubhere it sounded like it could have been the soundtrack to a chase scene in a endofasubhere i imagine chilling in my grandmother kitchen drinking tea and listening to her stories while she cooks endofasubhere i imagined the environment of a gambling place likely a cassino with people around busy trying their luck endofasubhere the tune gives a ringtone vibe endofasubhere kids winter wonderland fairy tail endofasubhere the sounds more like the played in kids or mobile endofasubhere it reminded me of one of those mute comedy sketches endofasubhere a child tv show like an animated one that does not actually exist very light blue background for the sky a colourful caterpillar walking buy a house similar to the one in peppa pig occasionally i would visualise someone a glockenspiel with beaters endofasubhere a cute baking with time challenges to finish baking and decorating endofasubhere i imagine i am standing in elevator because this is the only place i would hear it in real life endofasubhere slap stick comedy type of montage of during a perhaps doing some funny events or combining a bunch of scenes into one loft lobby hotel so could be very effective in this scene location as well also gave me feelings of old french or perhaps european non english speaking perhaps still comedy or black and white vintage old ambience endofasubhere reminds me of kids endofasubhere i felt like the tiles and i was fully focused and enjoying the rhythms endofasubhere i could imagine this in a grocery store as a family is walking down an aisle looking for groceries endofasubhere working in an office face paced environment maybe in a endofasubhere 1920s30s tuxedos endofasubhere i imagined like i was in a farm endofasubhere more of an annoying sound one that would be in a kids id say usually at the supermarket or in a elevator but i really dislike it and is overwhelming to the ear endofasubhere a person walking to work in a joyful mood endofasubhere i imagined a xylophone being played i also imagined scenes where people are having fun on a road trip endofasubhere i imagine its more popular in cartoon or animation i could remember all the my daughter and i watch and these kind of sounds are popular endofasubhere that sounded like a soundtrack from a children show endofasubhere sounds like something from when harry met sally or a woody allen so that is what i was thinking of endofasubhere shenanigans occurring at a hotel maybe someone is pulling a prank endofasubhere i could see this being in a maybe one that has a retro feel endofasubhere i pictured this in a quite cutesy designed and i imagined this specific as being in some sort of store that you go into purchase specific items to a region endofasubhere i could picture this in a introduction to a sitcom maybe a silly scene or something like that endofasubhere 
42,movie,Jaz,Jaz_MED_02,MOVIE-Jaz_MED_02,MOV_Jaz,i was thinking of a scene in a christmas where two people are in a posh restaurant endofasubhere a or slow dance in a scene endofasubhere i can see a stage the on the side a curtain slowing raising show a beautifully dressed woman who is about to sing endofasubhere i could imagine myself in a smokey club just enjoying the vibes endofasubhere this seemed like a classic with a gentleman just getting home from work smoking a cigar and taking of his hat endofasubhere i felt like i was in a in new york and the lights were orange and warm and the room was very full of people really warm vibe almost romantic happy but in a cosy way endofasubhere sounded like played in the 70s endofasubhere i imagined a romantic scene with someone i love dearly in a quite place with us walking and holding hands and lots of public display of affection endofasubhere it reminds me of a black and white with a young beautiful actress standing at the turning her head and gazing at someone who she likes endofasubhere sunrise over a hollywood esque town quiet streets orange sky a discarded newspaper sheet blowing around on the ground in an alley endofasubhere i thought of marilyn monroe in black and white leaning on a balcony under the moonlit sky gazing up and sighing endofasubhere i pictured watching a romantic with my best friend also the is a very emotional one if a such as this is been played in a it symbolizes either a scene of love broken hearted or tragedy endofasubhere the seems to be played as a background in a trailer endofasubhere i imagined a woman in an evening gown with her hair pulled back dancing and talking low to a man in a suit endofasubhere this feels like another high class restaurant during the evening but with this feeling of like a character in the has asked someone out to dinner and it is a very adult and professional thing and this as though this scene is like the next step it is not the end or start of a romantic relationship but a transition or something noteworthy and nice a little casual not super tense endofasubhere i imagined being in a cocktail on a date with my girlfriend everyone is sitting and it is a relaxed atmosphere endofasubhere in a wedding the moments made me feel happy endofasubhere i imagined two characters slow dancing at an old timey ball something based between 1900 1940 the characters are well dressed in suits and expensive dresses the two characters that are focused on are there for an ulterior motive such as to spy on someone or to steal an object from the ball and are having a brief bit of fun i am seeing a male and a female with some sexual undertone to their partnership they usually keep it professional but this and dance routine is making it hard for them to do so endofasubhere the in my room with my wife by my side endofasubhere a in the 1930s old hollywood glamour style endofasubhere i was reminded of the soundtrack of the bioshock as well as the of django reinhardt this seemed like the type of that django reinhardt could have made i visualized the underwater city of rapture while listening to this endofasubhere the brought to mind a specific an genre that i enjoy and i found myself picturing the characters endofasubhere this reminded me of the penguin from batman maybe because i have watched all the batman series and played the and this is the sort of that is played when he is being featured on screen endofasubhere made me think of a a romantic date listening to smooth on a weekend evening that sort of vibe endofasubhere i imagined walking down the snowy streets of new york city during christmas time its dark cold quiet and lights and decorations are hung up on the brick townhouses endofasubhere most probably a romance in between the endofasubhere sounds so peaceful endofasubhere i imagined a wedding endofasubhere i pictured the holidays the sound felt very familiar with how we used to celebrate the season we always had cool sounds in the background even when dinner was happening endofasubhere i could imagine this immediately being played in a cheesy hallmark where the woman has moved back to town and has met her former flame the is like an indicator to the viewer that they are starting to get close again while the two reminisce about old times sitting and laughing at an old they used to visit endofasubhere i pictured a scene in a where a couple is sharing a first date in a very nice restaurant the couple are eating dinner and the shot is being captured from outside of the restaurant window endofasubhere someone is on the sidewalk for tips there is a bowler hat on the floor in front of them there are a few people standing around watching them one of which has just thrown some change in the hat and continued walking endofasubhere sounds like played at a or fancy restaurant endofasubhere reminds of a fancy restaurant at night time a romantic evening with this in the background endofasubhere 
43,movie,Jaz,Jaz_MED_07,MOVIE-Jaz_MED_07,MOV_Jaz,sounds cosy endofasubhere in my bedroom studying for an important exam with various books open while i read endofasubhere it was the youd expect to hear as the hero entered a villains or lounge in a noir endofasubhere a scene in a speakeasy black and white or the brown filter whose name i can not remember maybe a detective drinking after a hard day endofasubhere i thought about characters in a cafe with dim warm and yellowish lighting endofasubhere the reminds of a fresh start and new opportunities endofasubhere just makes you want to be alonesit and lift your feet to a smaller table and relax itbe sipping some winebeing at the beach and just enjoying the breeze with the air moving all over your skin endofasubhere i felt like i was in a calm high end after a stressful day drinking a luxury drink while enjoying my evening listening to soothing endofasubhere it sounds like a lonely man is in a reflecting on his life endofasubhere watching a romantic scene on a endofasubhere my instant thought when hearing the was that i pictured a guy a for some reason a man probably wearing a suit in a stylistic fashion i do not know why but as i thought harder and harder about the scene i also thought of romance scenes in and how a romance scene might be played whilst this was it made me feel warm and happy endofasubhere i imagined myself seated in my house balcony while my mind is being overcame by thoughts endofasubhere i imagined a pool side dinner date as two lovers dance to the after their meal endofasubhere a scene where a couple in a are having a romantic session together or where they go on a dinner date to a fancy cozy restaurant endofasubhere a scene where the main characters are at a very fancy restaurant there is a live this all wearing tuxedos they are seen just behind the main characters who are sitting centre frame at a table for 2 they have really nice looking meals in front of them and a bottle of wine on ice in the middle endofasubhere this made me think i was again in a or a in general there are lots of couples dancing slowly to the the feeling of love is palpable in the air endofasubhere a very romantic first date dinner with white table cloths and candles and dim lighting over a glass of wine endofasubhere i imagined an old time new york with red velvet curtains endofasubhere felt like again i was at a cafe drinking coffee and smoking a cigarette endofasubhere i imagined that a man was just betrayed by his closest friend they were supposed to finish a job get paid and thatd be the end of that lifestyle but the man comes to their hq to find that his friend took off with the money and now hes sol and burned all his bridges endofasubhere a couple at a posh restaurant they are slow dancing they are very close to each other and are in love endofasubhere i imagined myself on my laptop doing work in a busy coffee shop drinking a matcha latte there are other people enjoying and chatting with in the background the coffee shop has a brown and green aesthetic endofasubhere it kind of reminded me of a i had seen that was based in new orleans it had some jazzy bluesy in it endofasubhere smoky room old glam women in dresses endofasubhere coachella night endofasubhere i imagined a restaurant setting while a musician is in the corner the in a suit people are eating dinner and they are tapping their champagne glasses together i imagined a cold glass of bourbon and the ice melting in the glass endofasubhere i imagined men and women slowly enjoying a in a restaurant endofasubhere i thought of a in the corner of a high end restaurant with a couple having an intimate moment at the dinner table endofasubhere a quiet scene in a black and white there is a live in the background while customers are smoking drinking endofasubhere i pictured a scene in a where two people are sharing a private moment in dimly lit room the feels smooth and a little mysterious almost like theres some hidden tension between them endofasubhere old 70s during a sad rainy night scene probably with the main character looking down and blue endofasubhere noir style beautiful woman smoking a cigarette endofasubhere this gave me the feeling of being at home with the heating on getting ready for the holidays endofasubhere 
