"clip_name","context_word","expName","PROLIFIC_PID","File_ID","date","response_thought_or_not.keys","descr_THOUGHT.text","rating_music_prompted.response","rating_spontaneity.response","rating_novelty.response","input_NOT.text","rating_familiarity.response","rating_enjoyment.response","demographics.headphones","demographics.age","demographics.gender","demographics.livingCountry","demographics.birthCountry","demographics.nativeLangue","demographics.otherLanguage","demographics.otherLanguageText","demographics.hearingImpariments","demographics.hearingImpairmentsText","demographics.education","demographics.musicianIdentification","demographics.feedback"
"80s_MED_08_After_Tonight.mp3","video game","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine a friend group at a beach conversating and having fun with each other",5,5,3,NA,3,5,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Metal_MED_19_Thunderhorse.mp3","bar ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this is either a intense chase scene or another fighting scene with a big boss",5,5,3,NA,3,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Metal_LOW_09_Darkside.mp3","concert ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine two longing rivals standing across from each other ready for the battle of the century",5,5,2,NA,4,5,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"80s_LOW_06_Summer_Beach.mp3","concert ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine a friend group at a disco nightclub dancing their hearts away after a long day of work",5,5,3,NA,4,5,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Jazz_LOW_21_Thinking_of_You_Mjq.mp3","movie","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this playing in a grocery store as a family is walking down an aisle looking for groceries",5,5,4,NA,2,3,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"80s_LOW_02_Breaking_Away.mp3","bar ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine someone getting rejected after they tried helping them out and getting to know the other person for so long and it was very saddening for the person who asked the other out",5,5,3,NA,2,3,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Metal_LOW_14_Viaje_Por_Existir.mp3","movie","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","n",NA,NA,NA,NA,"It was quite hard to think of something new that I hadn't imagined before like an intense fight scene or another car chasing scene",3,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Electronic_LOW_14_Tape.mp3","bar ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this in a 2d pixel game with the main character finally getting to the last boss of the game after so many hard trials",5,5,4,NA,3,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Jazz_MED_02_I_Guess_Ill_Hang_My_Tears_Out_To_Dry_-_Rudy_Van_Gelder_Edition_Remastered_1999.mp3","bar ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this playing in a wedding and the bride and the groom is slow-dancing together with other people joining in and enjoying the night",5,5,4,NA,3,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Jazz_MED_07_Turiya_and_Ramakrishna.mp3","video game","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this playing at a fancy restaurant and a newly wedded couple are sitting across from each other, eating, drinking and talking",5,4,4,NA,4,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"Jazz_LOW_19_Sembellogy.mp3","concert ","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine a jazz group playing this in a bar at night and everyone is dancing their hearts out while drinking",5,5,4,NA,3,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"80s_MED_13_Your_Love_Drives_Me_Crazy.mp3","movie","clip_context_g1","5efb761a9baaf30de2d85f04","clip_context_g1_PROLIFIC_PID_661613.csv","2025-07-01_11h00.49.028","y","I could imagine this playing in a comedy, romance movie where it is a love at first sight",5,5,3,NA,4,4,TRUE,23,"Male","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,5,2,NA
"80s_LOW_06_Summer_Beach.mp3","concert ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","People are dancing at the disco. People perform the soul train on the stage. ",5,4,3,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Jazz_MED_07_Turiya_and_Ramakrishna.mp3","video game","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","People are relaxing at the jazz club. People are watching the band perform.",5,5,4,NA,5,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Jazz_LOW_21_Thinking_of_You_Mjq.mp3","movie","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","n",NA,NA,NA,NA,"I heard the music in we'll be right back ads at the movie theater.",4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Electronic_MED_19_Looped.mp3","movie","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","The music would play during the characters' scenes.",5,3,3,NA,4,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Jazz_MED_02_I_Guess_Ill_Hang_My_Tears_Out_To_Dry_-_Rudy_Van_Gelder_Edition_Remastered_1999.mp3","bar ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","People would see the poets. People would click their hands after the pause. ",5,3,3,NA,5,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Electronic_LOW_14_Tape.mp3","bar ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","People listen to electropop at the music festival. DJ would drop the beat.",5,4,3,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Electronic_MED_20_The_Distance.mp3","concert ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","The music sounds as if it comes from a video game. ",5,5,4,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"80s_MED_13_Your_Love_Drives_Me_Crazy.mp3","movie","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","n",NA,NA,NA,NA,"The music would start at the love scene of a movie. ",4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Metal_MED_20_Welcome_to_the_Family.mp3","video game","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","n",NA,NA,NA,NA,"Bosses in the video games had exciting theme songs.",5,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Metal_LOW_14_Viaje_Por_Existir.mp3","movie","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","n",NA,NA,NA,NA,"It plays in the chase scenes of a movie.",4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Metal_LOW_09_Darkside.mp3","concert ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","Heavy metal bands would perform in front of the audience.",5,5,4,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"80s_LOW_02_Breaking_Away.mp3","bar ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","Person would use junk box to play the song.",5,5,3,NA,5,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Jazz_LOW_19_Sembellogy.mp3","concert ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","People do the fox trot to the music. ",4,4,3,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"80s_MED_08_After_Tonight.mp3","video game","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","The character arrives at the beach section.",4,4,3,NA,5,5,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Electronic_LOW_09_Expansion.mp3","video game","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","The music appears in the fight scenes.",5,4,3,NA,4,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Metal_MED_19_Thunderhorse.mp3","bar ","clip_context_g1","655f9bb3070d42d4bc67e866","clip_context_g1_PROLIFIC_PID_675210.csv","2025-07-01_04h33.09.667","y","The music is in the arcade game. ",5,5,4,NA,3,4,TRUE,26,"Female","United States","United States","English",FALSE,NA,FALSE,NA,3,2,"I have no comments."
"Jazz_LOW_21_Thinking_of_You_Mjq.mp3","movie","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","Working in an office, face paced enviorment. Maybe in a jazz bar.",1,5,3,NA,5,3,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Electronic_MED_20_The_Distance.mp3","concert ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"It didn't really inspire anything significant in my mind. Mostly just pictured the lasers at an EDM gig but nothing vivid",5,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"80s_LOW_06_Summer_Beach.mp3","concert ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","The final scene in an 80s romcom, probably the two main characters finally getting together. Set in New York of course.",5,5,1,NA,5,5,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"80s_MED_08_After_Tonight.mp3","video game","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","A platformer game, similar to super mario. Probably older and very colourful.",4,3,1,NA,1,2,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Jazz_MED_02_I_Guess_Ill_Hang_My_Tears_Out_To_Dry_-_Rudy_Van_Gelder_Edition_Remastered_1999.mp3","bar ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Nothing vivid came to mind, it was a very standard jazz bar sound.",1,3,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Metal_LOW_14_Viaje_Por_Existir.mp3","movie","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","A boss battle in an old platformer game, like castlevania, quite old.",4,4,2,NA,1,2,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Electronic_LOW_09_Expansion.mp3","video game","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","A game like Cyberpunk 2077, the kind of music that would play right before a shoot out/fight.",4,5,1,NA,2,3,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Electronic_MED_19_Looped.mp3","movie","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"It was quite bland with a mixed emotion that didnt really pin down any particular vision",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Jazz_MED_07_Turiya_and_Ramakrishna.mp3","video game","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Very generic slow tempo jazz, didn't really inspire anything",1,2,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Jazz_LOW_19_Sembellogy.mp3","concert ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Kinda hectic noise, too all over the place to imagine anything",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"80s_LOW_02_Breaking_Away.mp3","bar ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Another quite generic jazzy sound that didnt inspire much",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Metal_MED_20_Welcome_to_the_Family.mp3","video game","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"It was quite loud so it was hard to picture anything",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Electronic_LOW_14_Tape.mp3","bar ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Another hectic sound, didnt inspire any thoughts",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Metal_MED_19_Thunderhorse.mp3","bar ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","n",NA,NA,NA,NA,"Too much going on, and quite loud.",1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"Metal_LOW_09_Darkside.mp3","concert ","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","Thought of a gig, maybe a performance by a band like tenacious d or Lordi",2,3,1,NA,1,1,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"80s_MED_13_Your_Love_Drives_Me_Crazy.mp3","movie","clip_context_g1","6134870de78084193e309662","clip_context_g1_PROLIFIC_PID_715205.csv","2025-07-01_10h58.32.486","y","The opening title of an 80s movie, probably the view of Philly in the sunrise, spanning across the city",2,2,1,NA,1,2,TRUE,30,"Female","United Kingdom","United Kingdom","english",FALSE,NA,FALSE,NA,3,3,NA
"80s_MED_08_After_Tonight.mp3","video game","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","Dad dancing, bright colours, saxophones, laughing, fun.",5,5,3,NA,1,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Jazz_LOW_21_Thinking_of_You_Mjq.mp3","movie","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","Bar, 1920's/30's, tuxedos",5,5,2,NA,1,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Metal_LOW_14_Viaje_Por_Existir.mp3","movie","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"it was quick, i couldnt place where this music would fit into situations",1,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"80s_MED_13_Your_Love_Drives_Me_Crazy.mp3","movie","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","pixies, fairies, gentle, pastel colours, sparkle, enhantment, fantasy",4,3,3,NA,2,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"80s_LOW_06_Summer_Beach.mp3","concert ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","sitcom theme song, 80's inspired, family, comedy",4,4,3,NA,2,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Electronic_LOW_09_Expansion.mp3","video game","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","rave, neon, bright, fun, ",4,4,2,NA,3,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Electronic_LOW_14_Tape.mp3","bar ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"couldnt imagie where this musi would be used appropriatley,",1,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Metal_MED_20_Welcome_to_the_Family.mp3","video game","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","metal concert, fire, black, leather, tongues, head banging, long hair, rock",5,5,2,NA,5,5,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Metal_LOW_09_Darkside.mp3","concert ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"Imagined it at a concert like prompted and fitted perfectly.",5,5,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Electronic_MED_20_The_Distance.mp3","concert ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","game loading, patience, looped.",5,5,4,NA,2,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Electronic_MED_19_Looped.mp3","movie","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"couldnt think of anywhere else the music would have fitted approriatley",1,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"80s_LOW_02_Breaking_Away.mp3","bar ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"fits perfectly in a bar, in the background",2,3,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Jazz_MED_07_Turiya_and_Ramakrishna.mp3","video game","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","in a bar/lounge, champagne, gold, quiet, relaxing",5,5,2,NA,3,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Jazz_LOW_19_Sembellogy.mp3","concert ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","in a video game, in a tense part that requires concentration, quick work",4,4,2,NA,4,4,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Metal_MED_19_Thunderhorse.mp3","bar ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","y","concert, flames, head banging, loud, shouting, guitars",5,5,1,NA,2,5,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Jazz_MED_02_I_Guess_Ill_Hang_My_Tears_Out_To_Dry_-_Rudy_Van_Gelder_Edition_Remastered_1999.mp3","bar ","clip_context_g1","5dd9bd7bf85b50953fdf003c","clip_context_g1_PROLIFIC_PID_718147.csv","2025-07-06_21h40.56.217","n",NA,NA,NA,NA,"only imagined a bar with a relaxed atmosphere",1,2,TRUE,28,"Female","United Kingdom","United Kingdom","English",FALSE,NA,FALSE,NA,4,2,NA
"Jazz_LOW_21_Thinking_of_You_Mjq.mp3","movie","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","I imagined like I was in a farm ",4,4,5,NA,2,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Metal_LOW_09_Darkside.mp3","concert ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","felt like movie introduction",4,5,4,NA,3,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Jazz_MED_07_Turiya_and_Ramakrishna.mp3","video game","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","n",NA,NA,NA,NA,"it felt like one i've never heard before",1,3,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Metal_MED_19_Thunderhorse.mp3","bar ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","i imagined myself in a bar listening to music",4,3,4,NA,4,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Metal_MED_20_Welcome_to_the_Family.mp3","video game","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","racing in a video game",4,4,5,NA,5,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Jazz_MED_02_I_Guess_Ill_Hang_My_Tears_Out_To_Dry_-_Rudy_Van_Gelder_Edition_Remastered_1999.mp3","bar ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","drinking with friends while playing pool",4,5,4,NA,4,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"80s_LOW_02_Breaking_Away.mp3","bar ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","with a beautiful lady talking about life",4,5,5,NA,4,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"80s_LOW_06_Summer_Beach.mp3","concert ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","dancing like no one else in a concert",4,4,5,NA,5,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"80s_MED_08_After_Tonight.mp3","video game","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","while playing sweed video games with my friends",4,5,4,NA,4,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Electronic_MED_19_Looped.mp3","movie","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","a movie scene where a character dances",4,4,5,NA,4,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Jazz_LOW_19_Sembellogy.mp3","concert ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","a dj wants to keep the crowd moving",4,4,5,NA,4,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Metal_LOW_14_Viaje_Por_Existir.mp3","movie","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","n",NA,NA,NA,NA,"because there was no voice of a person",3,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Electronic_LOW_09_Expansion.mp3","video game","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","a nice game with friends",4,5,4,NA,4,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Electronic_MED_20_The_Distance.mp3","concert ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","slow and soothing in my thoughts",4,5,4,NA,4,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"80s_MED_13_Your_Love_Drives_Me_Crazy.mp3","movie","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y"," a character walking down the streets",4,5,4,NA,5,4,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
"Electronic_LOW_14_Tape.mp3","bar ","clip_context_g1","67d1bd56443fbe8de408eac9","clip_context_g1_PROLIFIC_PID_718262.csv","2025-07-01_06h29.42.262","y","in a bar drunk and dancing uncontrollably",4,4,5,NA,5,5,TRUE,22,"Male","United States","United States","English",TRUE,"French",FALSE,NA,5,2,"no"
