idClipContext,BAR-80s_LOW_02,BAR-80s_LOW_06,BAR-80s_MED_08,BAR-80s_MED_13,BAR-Ele_LOW_09,BAR-Ele_LOW_14,BAR-Ele_MED_19,BAR-Ele_MED_20,BAR-Jaz_LOW_19,BAR-Jaz_LOW_21,BAR-Jaz_MED_02,BAR-Jaz_MED_07,BAR-Met_LOW_09,BAR-Met_LOW_14,BAR-Met_MED_19,BAR-Met_MED_20,CONCERT-80s_LOW_02,CONCERT-80s_LOW_06,CONCERT-80s_MED_08,CONCERT-80s_MED_13,CONCERT-Ele_LOW_09,CONCERT-Ele_LOW_14,CONCERT-Ele_MED_19,CONCERT-Ele_MED_20,CONCERT-Jaz_LOW_19,CONCERT-Jaz_LOW_21,CONCERT-Jaz_MED_02,CONCERT-Jaz_MED_07,CONCERT-Met_LOW_09,CONCERT-Met_LOW_14,CONCERT-Met_MED_19,CONCERT-Met_MED_20,MOVIE-80s_LOW_02,MOVIE-80s_LOW_06,MOVIE-80s_MED_08,MOVIE-80s_MED_13,MOVIE-Ele_LOW_09,MOVIE-Ele_LOW_14,MOVIE-Ele_MED_19,MOVIE-Ele_MED_20,MOVIE-Jaz_LOW_19,MOVIE-Jaz_LOW_21,MOVIE-Jaz_MED_02,MOVIE-Jaz_MED_07,MOVIE-Met_LOW_09,MOVIE-Met_LOW_14,MOVIE-Met_MED_19,MOVIE-Met_MED_20,VIDEOGAME-80s_LOW_02,VIDEOGAME-80s_LOW_06,VIDEOGAME-80s_MED_08,VIDEOGAME-80s_MED_13,VIDEOGAME-Ele_LOW_09,VIDEOGAME-Ele_LOW_14,VIDEOGAME-Ele_MED_19,VIDEOGAME-Ele_MED_20,VIDEOGAME-Jaz_LOW_19,VIDEOGAME-Jaz_LOW_21,VIDEOGAME-Jaz_MED_02,VIDEOGAME-Jaz_MED_07,VIDEOGAME-Met_LOW_09,VIDEOGAME-Met_LOW_14,VIDEOGAME-Met_MED_19,VIDEOGAME-Met_MED_20
CONCERT-Met_MED_19,0.95257705,0.9464931,0.95806044,0.94967186,0.9665363,0.9638171,0.95380354,0.9526686,0.957047,0.9535607,0.95063275,0.94900405,0.97842824,0.97886336,0.98202324,0.982669,0.9592757,0.96276605,0.96284974,0.9618976,0.969951,0.96402854,0.95485276,0.95267516,0.97271574,0.96306306,0.956687,0.947981,0.9812192,0.9783036,0.99999994,0.9780046,0.9473133,0.95190525,0.9559445,0.9532994,0.9618329,0.9697181,0.9612633,0.9537999,0.960286,0.9558449,0.95075023,0.9397663,0.97495675,0.9684875,0.9823122,0.97952586,0.95868146,0.9641731,0.9588176,0.9582658,0.96837074,0.95834893,0.9620765,0.9523654,0.94743186,0.94734,0.95637923,0.9468017,0.9787539,0.9629961,0.972365,0.9664801
CONCERT-Met_MED_20,0.9602618,0.95926875,0.9695246,0.9590774,0.9697727,0.95855397,0.96568936,0.96504754,0.97326165,0.9593731,0.9659538,0.9612243,0.9801812,0.9804164,0.9810626,0.97606087,0.9712924,0.9646349,0.9679212,0.9700985,0.9690637,0.96017635,0.96822035,0.9602693,0.9769863,0.9696997,0.9645616,0.9576796,0.9722731,0.9821292,0.9780046,1.0,0.95744294,0.9582504,0.9646357,0.959023,0.9575113,0.9637041,0.96165836,0.9592249,0.9712228,0.95496213,0.96316284,0.9532447,0.96223015,0.96601784,0.9780806,0.9819482,0.9684241,0.9710587,0.9570804,0.9645446,0.9638422,0.95029306,0.9697585,0.9578223,0.95152986,0.95189476,0.9629465,0.9593952,0.972841,0.9585581,0.96970737,0.96497345
MOVIE-80s_LOW_02,0.98301184,0.9673532,0.96152616,0.9569054,0.9527428,0.9544569,0.9786811,0.9766972,0.96599865,0.9657243,0.97807765,0.97760445,0.95830405,0.96211934,0.9605634,0.9550797,0.97844964,0.9645967,0.96774155,0.9744712,0.9581955,0.9408119,0.9757327,0.96216965,0.9674599,0.9615719,0.9689903,0.9725823,0.9564245,0.96444535,0.9473133,0.95744294,1.0,0.96036136,0.9717741,0.9754731,0.95658743,0.95381737,0.9757345,0.9744185,0.9684264,0.9542439,0.98220503,0.971915,0.94623923,0.9481058,0.9554166,0.96972847,0.9818301,0.97089994,0.96082604,0.96509385,0.9494581,0.93205,0.9753555,0.96606606,0.94082403,0.94926083,0.9750257,0.9757,0.94555247,0.9485996,0.9427368,0.9475512
MOVIE-80s_LOW_06,0.96511996,0.9696162,0.97630775,0.964576,0.96034044,0.95728076,0.96764565,0.96076417,0.96646696,0.9758874,0.9649576,0.96834826,0.95556235,0.9668131,0.95993376,0.9637433,0.96784073,0.9784659,0.97532004,0.97572505,0.96699214,0.95249367,0.9690807,0.9625362,0.9746257,0.97381765,0.96145666,0.96559906,0.9533288,0.9683634,0.95190525,0.9582504,0.96036136,1.0000005,0.9822389,0.96880054,0.96150404,0.95797205,0.9717399,0.96501666,0.9702054,0.9722641,0.9752533,0.95954466,0.947693,0.950261,0.9625109,0.97106767,0.9699061,0.9742222,0.9703444,0.96342075,0.9565413,0.9416213,0.97142816,0.95485127,0.95204353,0.96632874,0.97064924,0.96950567,0.9498716,0.9479976,0.94520056,0.9512483
MOVIE-80s_MED_08,0.9701443,0.97307193,0.9789292,0.9710399,0.9668163,0.9636402,0.9766873,0.97605205,0.96917754,0.97739065,0.9708644,0.97042316,0.9638485,0.96760166,0.9688848,0.9699776,0.97120893,0.9794977,0.9821167,0.9819957,0.9662924,0.9595859,0.9723425,0.9688162,0.9752939,0.9766735,0.97149223,0.97030866,0.9609151,0.9744508,0.9559445,0.9646357,0.9717741,0.9822389,1.0,0.9832367,0.96544075,0.9611832,0.97718036,0.9706935,0.9682922,0.9782407,0.9800892,0.9667755,0.9587405,0.95614374,0.96757877,0.976567,0.9772924,0.98207027,0.97650135,0.97374403,0.96068454,0.9457326,0.9742793,0.9693127,0.96176326,0.9708657,0.97660136,0.9740083,0.9574931,0.9513402,0.95687914,0.9663269
MOVIE-80s_MED_13,0.9720007,0.96784955,0.9727942,0.9739749,0.9632672,0.96200734,0.9771016,0.9775678,0.96567404,0.9711913,0.9717775,0.97032535,0.96121836,0.9684733,0.9644779,0.9688892,0.9717393,0.973536,0.97441363,0.9829496,0.96456134,0.95377004,0.97142184,0.97365636,0.96639204,0.9679075,0.9744971,0.96997213,0.96219623,0.9706499,0.9532994,0.959023,0.9754731,0.96880054,0.9832367,0.9999999,0.95979774,0.9599931,0.9743772,0.9701531,0.96470773,0.9707428,0.9773362,0.9652392,0.95868695,0.9634023,0.9636539,0.97778046,0.9775902,0.97827524,0.9706295,0.9722185,0.96108675,0.94144654,0.974192,0.9782827,0.95178056,0.95820403,0.9761605,0.97156966,0.95606,0.95464396,0.95582426,0.9664222
MOVIE-Ele_LOW_09,0.95440197,0.9523207,0.9546997,0.9548011,0.9741541,0.9778129,0.9640652,0.966071,0.95830464,0.9663249,0.9498459,0.9524501,0.95731926,0.97257483,0.9702536,0.96819025,0.95470345,0.96398056,0.95622396,0.9653517,0.9782733,0.9749094,0.95976406,0.9619708,0.97738713,0.9597914,0.9458934,0.9492179,0.96100986,0.9702461,0.9618329,0.9575113,0.95658743,0.96150404,0.96544075,0.95979774,1.0000004,0.97243834,0.972931,0.9693711,0.965186,0.9573036,0.9598,0.94590217,0.9666691,0.9663192,0.9821954,0.9713665,0.9686769,0.9754046,0.973625,0.96780676,0.9859731,0.97126937,0.9726441,0.9587395,0.9643702,0.96329176,0.96243274,0.9518741,0.96911395,0.97071934,0.9724333,0.9657606
MOVIE-Ele_LOW_14,0.95107675,0.9496462,0.95879614,0.96316886,0.97295797,0.9733666,0.9600262,0.95232016,0.9714613,0.9569303,0.9474546,0.9507837,0.9557297,0.97697246,0.97074425,0.9773636,0.95516664,0.9616722,0.9677173,0.9622286,0.97024125,0.97906524,0.9511436,0.95485455,0.97180444,0.96760494,0.9464096,0.94781244,0.9605429,0.9689044,0.9697181,0.9637041,0.95381737,0.95797205,0.9611832,0.9599931,0.97243834,1.0,0.9646344,0.9607196,0.9723524,0.96688676,0.9588091,0.94122946,0.96406627,0.97464836,0.97644347,0.9749478,0.963305,0.98091877,0.96994567,0.9753024,0.9796741,0.98142505,0.9714807,0.9634228,0.97233206,0.9711565,0.96143353,0.9512955,0.9687406,0.9787016,0.97643834,0.9691223
MOVIE-Ele_MED_19,0.97469914,0.96502435,0.96659887,0.9683358,0.9672814,0.97334945,0.9820944,0.978867,0.96771353,0.97449327,0.97220993,0.9730904,0.96688896,0.971071,0.97061384,0.964975,0.97392404,0.9757602,0.9714534,0.98125935,0.97431785,0.9600359,0.97480947,0.96978426,0.97658515,0.96526074,0.96897745,0.9651593,0.96807206,0.9736189,0.9612633,0.96165836,0.9757345,0.9717399,0.97718036,0.9743772,0.972931,0.9646344,1.0,0.97922146,0.9704353,0.9678913,0.97655547,0.9600339,0.9609631,0.96018505,0.9729662,0.9766053,0.98320085,0.97651464,0.97783965,0.9698367,0.96866906,0.9541938,0.98047036,0.9690237,0.9564526,0.9639617,0.97311294,0.96703756,0.95893824,0.9574884,0.9583909,0.9603007
MOVIE-Ele_MED_20,0.9741993,0.9625919,0.9624817,0.96060526,0.96379733,0.961202,0.97900647,0.97794664,0.9636969,0.96939135,0.9708839,0.97261727,0.95849144,0.9681542,0.96540624,0.96536756,0.9732413,0.963372,0.96332395,0.97348547,0.9654993,0.95264816,0.9739189,0.9747871,0.9709879,0.96274114,0.9618629,0.96152264,0.95350105,0.9655533,0.9537999,0.9592249,0.9744185,0.96501666,0.9706935,0.9701531,0.9693711,0.9607196,0.97922146,0.9999999,0.9645381,0.95967734,0.971294,0.9651971,0.9529201,0.9534554,0.967304,0.97107023,0.97960067,0.9745058,0.9681531,0.9736419,0.9661406,0.94598716,0.9805645,0.9777998,0.9499881,0.96250135,0.9700937,0.97155285,0.9510182,0.95414984,0.9530595,0.9557245
MOVIE-Jaz_LOW_19,0.9745056,0.9660889,0.9710359,0.96885073,0.96678644,0.9647559,0.975819,0.96379054,0.9858377,0.97381365,0.9717795,0.9764291,0.96225905,0.97589636,0.96884686,0.9674045,0.97787607,0.9716158,0.97286177,0.97408855,0.9735583,0.96768093,0.97580695,0.96454996,0.98075557,0.9780053,0.96306574,0.9726136,0.95620716,0.9734603,0.960286,0.9712228,0.9684264,0.9702054,0.9682922,0.96470773,0.965186,0.9723524,0.9704353,0.9645381,1.0000002,0.96586394,0.9763964,0.9665285,0.94666135,0.96207273,0.9675053,0.9747928,0.9748111,0.9783547,0.9694843,0.97205067,0.9657863,0.9591292,0.98286605,0.96334124,0.9645399,0.9696965,0.9794905,0.971486,0.9560307,0.9631927,0.9575566,0.95195997
MOVIE-Jaz_LOW_21,0.958819,0.95798063,0.97371125,0.9743359,0.9634974,0.9619833,0.96248114,0.95430326,0.9639034,0.97215265,0.9605602,0.9611666,0.9502016,0.9648213,0.96452814,0.96965384,0.961931,0.973227,0.9769608,0.96767837,0.9609362,0.95882493,0.9528835,0.95944595,0.9707937,0.97768927,0.96043277,0.961445,0.95887375,0.96713674,0.9558449,0.95496213,0.9542439,0.9722641,0.9782407,0.9707428,0.9573036,0.96688676,0.9678913,0.95967734,0.96586394,0.99999964,0.96479076,0.951563,0.958066,0.9614396,0.9646627,0.9749626,0.9639095,0.97796774,0.972867,0.9672891,0.956805,0.9518062,0.9658363,0.965127,0.96507144,0.98132366,0.967216,0.95979315,0.95002365,0.9523212,0.9553015,0.966645
MOVIE-Jaz_MED_02,0.9800197,0.9782282,0.9743778,0.9693166,0.9615035,0.9621933,0.9816618,0.9760104,0.9744058,0.9768846,0.9832616,0.9814154,0.961666,0.9680766,0.9671773,0.961132,0.97671175,0.9750395,0.97779304,0.9801303,0.96654135,0.9539852,0.97824013,0.9631294,0.9759379,0.9709507,0.9748121,0.98261905,0.95730877,0.96818817,0.95075023,0.96316284,0.98220503,0.9752533,0.9800892,0.9773362,0.9598,0.9588091,0.97655547,0.971294,0.9763964,0.96479076,1.0000002,0.97573674,0.94518036,0.9516578,0.95850587,0.9726845,0.97892743,0.9780736,0.96935725,0.9701321,0.95471907,0.93933177,0.97408664,0.966106,0.9527939,0.9628594,0.9831604,0.98505473,0.9488679,0.94960004,0.9475521,0.95117825
MOVIE-Jaz_MED_07,0.98100483,0.97390634,0.96707153,0.95727956,0.952678,0.95007396,0.97367066,0.9687484,0.9665655,0.974052,0.9816901,0.98201597,0.95322454,0.96157765,0.95869476,0.9497824,0.97548974,0.96583587,0.9559356,0.9657857,0.95222175,0.94252867,0.97269714,0.96086806,0.96792483,0.96782506,0.97093976,0.9809847,0.9420105,0.95822537,0.9397663,0.9532447,0.971915,0.95954466,0.9667755,0.9652392,0.94590217,0.94122946,0.9600339,0.9651971,0.9665285,0.951563,0.97573674,1.0,0.93081653,0.93706656,0.94558936,0.9614913,0.9732654,0.96172786,0.95624954,0.95457673,0.9415923,0.92669266,0.9655216,0.9606761,0.94084513,0.95153224,0.97889364,0.9878973,0.93862617,0.9353858,0.93680865,0.9421541
MOVIE-Met_LOW_09,0.9395405,0.94381446,0.9527135,0.9476376,0.9670176,0.96565807,0.9496098,0.95395017,0.9440243,0.9537889,0.9441769,0.9415532,0.9677065,0.9721087,0.97131336,0.975818,0.94912845,0.95739275,0.95764685,0.95506954,0.96767676,0.96150506,0.94298655,0.953019,0.9634577,0.9580934,0.9509838,0.93962634,0.9732896,0.9717818,0.97495675,0.96223015,0.94623923,0.947693,0.9587405,0.95868695,0.9666691,0.96406627,0.9609631,0.9529201,0.94666135,0.958066,0.94518036,0.93081653,0.99999976,0.9740895,0.9756901,0.97696483,0.9576365,0.964503,0.9608679,0.9504511,0.9686548,0.95696974,0.959787,0.95795006,0.9566592,0.9471613,0.94923663,0.9387515,0.9832872,0.96629286,0.97120106,0.97335935
MOVIE-Met_LOW_14,0.9465728,0.9468639,0.95848644,0.96509564,0.97390485,0.9652496,0.9580431,0.9565816,0.9620366,0.9551083,0.9464633,0.9458326,0.9634362,0.9767935,0.97296053,0.97485924,0.95335466,0.9563798,0.9577249,0.9624295,0.9691791,0.96117973,0.94837946,0.9640065,0.96732986,0.96149075,0.95227647,0.94590145,0.9674556,0.9692289,0.9684875,0.96601784,0.9481058,0.950261,0.95614374,0.9634023,0.9663192,0.97464836,0.96018505,0.9534554,0.96207273,0.9614396,0.9516578,0.93706656,0.9740895,1.0,0.9748616,0.97908413,0.9623684,0.9725627,0.9608208,0.96018016,0.9729099,0.96359915,0.96830684,0.9658608,0.9601393,0.9491928,0.9550108,0.94811696,0.9764756,0.97721267,0.97068083,0.9751086
MOVIE-Met_MED_19,0.956403,0.95760655,0.96735585,0.9631635,0.9785378,0.97871304,0.96544397,0.9673734,0.9676749,0.9695327,0.9569701,0.95537406,0.97567797,0.9822136,0.9830196,0.98185885,0.96099174,0.97214234,0.965845,0.97050774,0.98066646,0.977376,0.96090335,0.9622408,0.9830883,0.96853364,0.9595505,0.9538334,0.97686017,0.98343974,0.9823122,0.9780806,0.9554166,0.9625109,0.96757877,0.9636539,0.9821954,0.97644347,0.9729662,0.967304,0.9675053,0.9646627,0.95850587,0.94558936,0.9756901,0.9748616,0.9999999,0.9825504,0.96707064,0.97789717,0.97590435,0.97125864,0.9843163,0.9726267,0.9727665,0.9625664,0.9670929,0.96359867,0.9616479,0.95449966,0.9784359,0.9721018,0.9804683,0.97409403
MOVIE-Met_MED_20,0.9692985,0.9691257,0.9782582,0.9750517,0.9761387,0.9727508,0.9763942,0.9722569,0.9747555,0.9740253,0.9704719,0.96956843,0.97955686,0.9839312,0.9823704,0.98478633,0.97610515,0.97580236,0.97764397,0.9786997,0.97851753,0.96658915,0.970291,0.9727585,0.9804983,0.9773193,0.97424674,0.9659524,0.9798137,0.98386085,0.97952586,0.9819482,0.96972847,0.97106767,0.976567,0.97778046,0.9713665,0.9749478,0.9766053,0.97107023,0.9747928,0.9749626,0.9726845,0.9614913,0.97696483,0.97908413,0.9825504,1.0000002,0.9776117,0.98402905,0.9714257,0.97173715,0.972968,0.9604124,0.97965384,0.9745741,0.9634309,0.96759105,0.9724614,0.9682921,0.9770553,0.96939373,0.97286314,0.9764807
VIDEOGAME-80s_LOW_02,0.9817249,0.96642524,0.9668442,0.965513,0.96669626,0.9634951,0.9823591,0.97971594,0.96928036,0.9699811,0.97645205,0.9775735,0.9664364,0.97577596,0.97211987,0.96450764,0.9795756,0.9716716,0.9682139,0.9815444,0.96835697,0.95436525,0.97838795,0.9757792,0.9749111,0.9683535,0.96986985,0.9698541,0.963254,0.9723488,0.95868146,0.9684241,0.9818301,0.9699061,0.9772924,0.9775902,0.9686769,0.963305,0.98320085,0.97960067,0.9748111,0.9639095,0.97892743,0.9732654,0.9576365,0.9623684,0.96707064,0.9776117,0.99999994,0.97767377,0.9709269,0.97110546,0.965581,0.9505391,0.984167,0.9727945,0.9505802,0.9589354,0.9785733,0.973739,0.9601244,0.9623932,0.95894533,0.96232283
VIDEOGAME-80s_LOW_06,0.9667798,0.9679278,0.9770862,0.9747659,0.9763979,0.9752512,0.9782359,0.9724592,0.9791038,0.973827,0.9684206,0.9698227,0.9650637,0.9800374,0.9759406,0.98088884,0.9698564,0.9745993,0.979175,0.9759413,0.9759636,0.9711319,0.97047555,0.9701228,0.9787647,0.9773549,0.9647638,0.96459556,0.96495485,0.97657186,0.9641731,0.9710587,0.97089994,0.9742222,0.98207027,0.97827524,0.9754046,0.98091877,0.97651464,0.9745058,0.9783547,0.97796774,0.9780736,0.96172786,0.964503,0.9725627,0.97789717,0.98402905,0.97767377,1.0,0.9788246,0.98187304,0.97496825,0.9653001,0.9809394,0.9738289,0.97421825,0.9788615,0.9773947,0.9715369,0.9687927,0.9719974,0.97195005,0.97358745
VIDEOGAME-80s_MED_08,0.9645494,0.9650204,0.96886545,0.96660626,0.968431,0.9752986,0.97052634,0.9685066,0.965351,0.9769747,0.9616454,0.9631714,0.9606609,0.9709857,0.97208595,0.9692148,0.96471363,0.97843575,0.97113883,0.97450966,0.9750531,0.97181094,0.9633634,0.96365947,0.9765079,0.9702145,0.96639025,0.9625107,0.9607265,0.973808,0.9588176,0.9570804,0.96082604,0.9703444,0.97650135,0.9706295,0.973625,0.96994567,0.97783965,0.9681531,0.9694843,0.972867,0.96935725,0.95624954,0.9608679,0.9608208,0.97590435,0.9714257,0.9709269,0.9788246,1.0,0.97232527,0.9729772,0.96495235,0.9740677,0.9647498,0.97132164,0.9745953,0.96942145,0.962255,0.95969063,0.9658258,0.96593344,0.9690088
VIDEOGAME-80s_MED_13,0.96695507,0.95864964,0.9697758,0.96971583,0.971731,0.97080976,0.9715382,0.9681058,0.974414,0.96181166,0.9641913,0.9663235,0.95423365,0.9706044,0.9703453,0.97061723,0.9659045,0.96524775,0.97062117,0.9715841,0.966883,0.9702549,0.971684,0.96568924,0.97007966,0.96595335,0.95536304,0.96014637,0.956059,0.9708426,0.9582658,0.9645446,0.96509385,0.96342075,0.97374403,0.9722185,0.96780676,0.9753024,0.9698367,0.9736419,0.97205067,0.9672891,0.9701321,0.95457673,0.9504511,0.96018016,0.97125864,0.97173715,0.97110546,0.98187304,0.97232527,0.9999997,0.9718297,0.9601353,0.97451216,0.9724553,0.9678719,0.9723906,0.9685901,0.96578217,0.95821714,0.9643883,0.96774644,0.9616884
VIDEOGAME-Ele_LOW_09,0.951149,0.9480484,0.95131505,0.96052456,0.98049545,0.9806035,0.9620658,0.96121496,0.96222067,0.9613278,0.94949245,0.94878215,0.9602766,0.9776088,0.9749869,0.9751489,0.95587873,0.9612498,0.95758724,0.9655618,0.98136985,0.9804293,0.95725536,0.96201694,0.9753422,0.9595624,0.9480061,0.9481995,0.9644679,0.9727252,0.96837074,0.9638422,0.9494581,0.9565413,0.96068454,0.96108675,0.9859731,0.9796741,0.96866906,0.9661406,0.9657863,0.956805,0.95471907,0.9415923,0.9686548,0.9729099,0.9843163,0.972968,0.965581,0.97496825,0.9729772,0.9718297,1.0000002,0.97927594,0.9712529,0.9623096,0.9688639,0.96212775,0.959296,0.94930136,0.9736598,0.9800851,0.9789204,0.96986187
VIDEOGAME-Ele_LOW_14,0.933965,0.9336284,0.9372047,0.94845366,0.96572477,0.9754826,0.9452628,0.94210804,0.95504916,0.9468985,0.9303031,0.9361779,0.94466174,0.96763504,0.96349204,0.9638933,0.937621,0.94735575,0.9468852,0.9474033,0.9651432,0.9807612,0.93723416,0.94345844,0.9628844,0.950284,0.92970014,0.93229604,0.9501148,0.95852727,0.95834893,0.95029306,0.93205,0.9416213,0.9457326,0.94144654,0.97126937,0.98142505,0.9541938,0.94598716,0.9591292,0.9518062,0.93933177,0.92669266,0.95696974,0.96359915,0.9726267,0.9604124,0.9505391,0.9653001,0.96495235,0.9601353,0.97927594,1.0,0.95691216,0.95147127,0.97457016,0.96077865,0.94502217,0.93512446,0.96622854,0.9773044,0.9797921,0.9646584
VIDEOGAME-Ele_MED_19,0.9768925,0.96419954,0.9688152,0.9698069,0.9711075,0.9665712,0.9812746,0.9745444,0.977208,0.9720222,0.9679955,0.97319925,0.9647383,0.97659034,0.9710227,0.9699572,0.97734284,0.9705414,0.97102225,0.9787429,0.9759326,0.96228635,0.9794653,0.97769845,0.9760695,0.9745949,0.96467066,0.96388876,0.95787233,0.97465783,0.9620765,0.9697585,0.9753555,0.97142816,0.9742793,0.974192,0.9726441,0.9714807,0.98047036,0.9805645,0.98286605,0.9658363,0.97408664,0.9655216,0.959787,0.96830684,0.9727665,0.97965384,0.984167,0.9809394,0.9740677,0.97451216,0.9712529,0.95691216,1.0,0.9769491,0.9601871,0.96614003,0.9753569,0.9704453,0.9632476,0.9674765,0.96046984,0.96123993
VIDEOGAME-Ele_MED_20,0.96670294,0.959667,0.9607741,0.9737583,0.96863794,0.96148956,0.9751702,0.9736107,0.9632586,0.96592677,0.96523064,0.96732485,0.95807606,0.96554375,0.96227455,0.9680455,0.968816,0.9609813,0.9643986,0.9737464,0.9634527,0.9574806,0.9654057,0.9822087,0.96339655,0.96516514,0.9665873,0.963068,0.95197,0.96718276,0.9523654,0.9578223,0.96606606,0.95485127,0.9693127,0.9782827,0.9587395,0.9634228,0.9690237,0.9777998,0.96334124,0.965127,0.966106,0.9606761,0.95795006,0.9658608,0.9625664,0.9745741,0.9727945,0.9738289,0.9647498,0.9724553,0.9623096,0.95147127,0.9769491,0.99999976,0.9610249,0.95941937,0.9670899,0.9664673,0.95502377,0.9585442,0.9623106,0.9688803
VIDEOGAME-Jaz_LOW_19,0.9377921,0.9489895,0.95443624,0.96596014,0.96783364,0.9729562,0.950298,0.9494701,0.96566284,0.9629661,0.9446754,0.9443055,0.9435876,0.9620944,0.95908064,0.9667379,0.944038,0.956725,0.9584334,0.9544512,0.9637459,0.9753033,0.943437,0.9484966,0.96453863,0.9615953,0.94237655,0.9454402,0.9429725,0.9609463,0.94743186,0.95152986,0.94082403,0.95204353,0.96176326,0.95178056,0.9643702,0.97233206,0.9564526,0.9499881,0.9645399,0.96507144,0.9527939,0.94084513,0.9566592,0.9601393,0.9670929,0.9634309,0.9505802,0.97421825,0.97132164,0.9678719,0.9688639,0.97457016,0.9601871,0.9610249,0.9999999,0.97591233,0.9513002,0.9495262,0.95814395,0.96947825,0.9736939,0.9696173
VIDEOGAME-Jaz_LOW_21,0.95519626,0.95576113,0.9670217,0.9642861,0.96129125,0.96644807,0.96289426,0.95289266,0.967041,0.9702841,0.95589006,0.958727,0.9413315,0.9640814,0.9602226,0.9659716,0.95497006,0.9640584,0.96842384,0.95845425,0.9616878,0.967669,0.95393693,0.95126617,0.9697717,0.97350764,0.94849193,0.95277035,0.94498426,0.96022594,0.94734,0.95189476,0.94926083,0.96632874,0.9708657,0.95820403,0.96329176,0.9711565,0.9639617,0.96250135,0.9696965,0.98132366,0.9628594,0.95153224,0.9471613,0.9491928,0.96359867,0.96759105,0.9589354,0.9788615,0.9745953,0.9723906,0.96212775,0.96077865,0.96614003,0.95941937,0.97591233,1.0,0.9624235,0.9583003,0.94551414,0.9551349,0.9563689,0.9573494
VIDEOGAME-Jaz_MED_02,0.9819341,0.97197366,0.9722402,0.96794415,0.9639735,0.9646275,0.9814567,0.9725872,0.9748981,0.9774704,0.98174584,0.9823372,0.96486604,0.9715947,0.97199976,0.9661897,0.9819556,0.97652143,0.973059,0.9781289,0.96735156,0.9593783,0.9756838,0.96812695,0.9785884,0.9739865,0.97599494,0.9834991,0.96413624,0.97168547,0.95637923,0.9629465,0.9750257,0.97064924,0.97660136,0.9761605,0.96243274,0.96143353,0.97311294,0.9700937,0.9794905,0.967216,0.9831604,0.97889364,0.94923663,0.9550108,0.9616479,0.9724614,0.9785733,0.9773947,0.96942145,0.9685901,0.959296,0.94502217,0.9753569,0.9670899,0.9513002,0.9624235,1.0000001,0.9824979,0.954722,0.95306516,0.95289487,0.9560841
VIDEOGAME-Jaz_MED_07,0.982833,0.9796851,0.9745629,0.96460426,0.95980346,0.9588424,0.97953486,0.97182584,0.97481936,0.97881377,0.98385674,0.9860467,0.9606863,0.9681357,0.9655801,0.9583035,0.97750956,0.96993524,0.96828824,0.9711764,0.96004415,0.9487849,0.9789359,0.9643781,0.97335833,0.9719953,0.9752001,0.9845576,0.9503929,0.9634845,0.9468017,0.9593952,0.9757,0.96950567,0.9740083,0.97156966,0.9518741,0.9512955,0.96703756,0.97155285,0.971486,0.95979315,0.98505473,0.9878973,0.9387515,0.94811696,0.95449966,0.9682921,0.973739,0.9715369,0.962255,0.96578217,0.94930136,0.93512446,0.9704453,0.9664673,0.9495262,0.9583003,0.9824979,0.99999976,0.94475293,0.946165,0.94307625,0.94753385
VIDEOGAME-Met_LOW_09,0.9456826,0.9459982,0.9542296,0.9476133,0.9723768,0.96859497,0.95355,0.9567437,0.9541817,0.95098484,0.9468448,0.9449908,0.9717999,0.9820563,0.97909814,0.9780517,0.9519301,0.9540391,0.9578248,0.95715404,0.96916234,0.9674406,0.9515895,0.9528589,0.968176,0.9585388,0.9491358,0.9420074,0.974533,0.9750601,0.9787539,0.972841,0.94555247,0.9498716,0.9574931,0.95606,0.96911395,0.9687406,0.95893824,0.9510182,0.9560307,0.95002365,0.9488679,0.93862617,0.9832872,0.9764756,0.9784359,0.9770553,0.9601244,0.9687927,0.95969063,0.95821714,0.9736598,0.96622854,0.9632476,0.95502377,0.95814395,0.94551414,0.954722,0.94475293,0.9999999,0.975437,0.9786286,0.971853
VIDEOGAME-Met_LOW_14,0.94553757,0.9377389,0.9418224,0.95684326,0.9668435,0.96580815,0.9518063,0.94947034,0.9585254,0.9482589,0.93898976,0.94188166,0.9523564,0.9749516,0.9665444,0.97024727,0.94831514,0.9485607,0.95453626,0.9553678,0.96711147,0.96679014,0.946054,0.9526726,0.9625282,0.9556735,0.94289935,0.9398665,0.95620215,0.9616059,0.9629961,0.9585581,0.9485996,0.9479976,0.9513402,0.95464396,0.97071934,0.9787016,0.9574884,0.95414984,0.9631927,0.9523212,0.94960004,0.9353858,0.96629286,0.97721267,0.9721018,0.96939373,0.9623932,0.9719974,0.9658258,0.9643883,0.9800851,0.9773044,0.9674765,0.9585442,0.96947825,0.9551349,0.95306516,0.946165,0.975437,0.9999999,0.97856045,0.97212815
